lib_mrq_utac;lib_mod;cnit;cod_cbr;hybride;puiss_admin_98;puiss_max;typ_boite_nb_rapp;conso_urb;conso_exurb;conso_mixte;co2;co_typ_1;hc;nox;hcnox;ptcl;masse_ordma_min;masse_ordma_max;champ_v9;carrosserie;gamme;etiq_energ;bonus_malus;annee_df
ALFA-ROMEO;BRERA 2.2L JTS;MAL1801N8780;ES;non;12;136.0;M 6;12.7;7.2;9.2;218;None;None;None;None;None;None;None;None;None;None;F;1600;2009
ALFA-ROMEO;159 2.2L JTS SELESPEED;MAL1802MS738;ES;non;12;136.0;M 6;12.6;7.1;9.1;214;None;None;None;None;None;None;None;None;None;None;F;1600;2009
ALFA-ROMEO;159 2.2L JTS SELESPEED TI;MAL1802MT739;ES;non;12;136.0;M 6;12.6;7.1;9.1;214;None;None;None;None;None;None;None;None;None;None;F;1600;2009
ALFA-ROMEO;159 SW 2.2L JTS SELESPEED;MAL1804MG758;ES;non;12;136.0;M 6;12.8;7.1;9.2;216;None;None;None;None;None;None;None;None;None;None;F;1600;2009
ALFA-ROMEO;159 SW 2.2L JTS SELESPEED TI;MAL1804MH759;ES;non;12;136.0;M 6;12.8;7.1;9.2;216;None;None;None;None;None;None;None;None;None;None;F;1600;2009
ALFA-ROMEO;SPIDER 2.2 JTS  SELESPEED;MAL1805FE786;ES;non;12;136.0;M 6;12.6;7.1;9.1;214;None;None;None;None;None;None;None;None;None;None;F;1600;2009
ALFA-ROMEO;SPIDER 2.2 JTS  SELESPEED;MAL1805FF787;ES;non;12;136.0;M 6;12.6;7.1;9.1;214;None;None;None;None;None;None;None;None;None;None;F;1600;2009
ALFA-ROMEO;SPIDER 2.2L JTS;MAL1805FG788;ES;non;12;136.0;M 6;12.8;7.1;9.2;218;None;None;None;None;None;None;None;None;None;None;F;1600;2009
ALFA-ROMEO;SPIDER 2.2L JTS;MAL1805FH789;ES;non;12;136.0;M 6;12.8;7.1;9.2;218;None;None;None;None;None;None;None;None;None;None;F;1600;2009
ALFA-ROMEO;BRERA 3.2 V6 JTS;MAL1901NK782;ES;non;18;191.0;M 6;16.4;7.9;11.0;260;None;None;None;None;None;None;None;None;None;None;G;2600;2009
ALFA-ROMEO;8C COMPETIZIONE;MAL1901NV732;ES;non;38;331.0;M 6;23.6;11.4;15.8;377;None;None;None;None;None;None;None;None;None;None;G;2600;2009
ALFA-ROMEO;159 3.2L V6 JTS;MAL1902ME750;ES;non;18;191.0;M 6;16.4;7.9;11.0;260;None;None;None;None;None;None;None;None;None;None;G;2600;2009
ALFA-ROMEO;159 SW 3.2L V6 JTS;MAL1904M2770;ES;non;18;191.0;M 6;16.5;7.9;11.1;262;None;None;None;None;None;None;None;None;None;None;G;2600;2009
ALFA-ROMEO;SPIDER 3.2 V6 JTS;MAL1905FT791;ES;non;18;191.0;M 6;16.5;7.9;11.1;262;None;None;None;None;None;None;None;None;None;None;G;2600;2009
ALFA-ROMEO;BRERA 3.2 V6 JTS Q4;MAL2901NP784;ES;non;18;191.0;M 6;16.7;8.3;11.4;270;None;None;None;None;None;None;None;None;None;None;G;2600;2009
ALFA-ROMEO;159 3.2L V6 JTS Q4;MAL2902MJ752;ES;non;18;191.0;M 6;16.7;8.3;11.4;270;None;None;None;None;None;None;None;None;None;None;G;2600;2009
ALFA-ROMEO;159 SW 3.2L V6 JTS Q4;MAL2904M7772;ES;non;18;191.0;M 6;17.0;8.3;11.5;272;None;None;None;None;None;None;None;None;None;None;G;2600;2009
ALFA-ROMEO;SPIDER 3.2 V6 JTS;MAL2905FY793;ES;non;18;191.0;M 6;16.9;8.4;11.5;272;None;None;None;None;None;None;None;None;None;None;G;2600;2009
ALFA-ROMEO;BRERA 3.2 V6 JTS Qtronic;MAL4901N5783;ES;non;19;191.0;A 6;18.2;8.5;12.1;286;None;None;None;None;None;None;None;None;None;None;G;2600;2009
ALFA-ROMEO;159 3.2L V6 JTS Q4 Qtronic;MAL4902MZ751;ES;non;19;191.0;A 6;18.2;8.5;12.2;286;None;None;None;None;None;None;None;None;None;None;G;2600;2009
ALFA-ROMEO;159 SW 3.2L V6 JTS Q4 Qtronic;MAL4904MN771;ES;non;19;191.0;A 6;18.3;8.6;12.2;288;None;None;None;None;None;None;None;None;None;None;G;2600;2009
ALFA-ROMEO;SPIDER 3.2 V6 JTS Qtronic;MAL4905FE792;ES;non;19;191.0;A 6;18.4;8.6;12.2;288;None;None;None;None;None;None;None;None;None;None;G;2600;2009
ALFA-ROMEO;147 3P JTD (120ch) M-JET;MAL5401JF819;GO;non;7;88.0;M 5;7.4;4.4;5.5;145;None;None;None;None;None;None;None;None;None;None;D;-;2009
ALFA-ROMEO;147 3P JTD (120ch) M-JET;MAL5401JG820;GO;non;7;88.0;M 5;7.4;4.4;5.5;145;None;None;None;None;None;None;None;None;None;None;D;-;2009
ALFA-ROMEO;MiTo 1.6 JTDm (120ch);MAL5401P7805;GO;non;6;88.0;M 6;5.9;4.1;4.8;126;None;None;None;None;None;None;None;None;None;None;C;-200;2009
ALFA-ROMEO;MiTo 1.6 JTDm (120ch);MAL5401P8806;GO;non;6;88.0;M 6;5.9;4.1;4.8;126;None;None;None;None;None;None;None;None;None;None;C;-200;2009
ALFA-ROMEO;147 5P JTD (120ch) M-JET;MAL5402JP827;GO;non;7;88.0;M 5;7.4;4.4;5.5;145;None;None;None;None;None;None;None;None;None;None;D;-;2009
ALFA-ROMEO;147 5P JTD (120ch) M-JET;MAL5402JQ828;GO;non;7;88.0;M 5;7.4;4.4;5.5;145;None;None;None;None;None;None;None;None;None;None;D;-;2009
ALFA-ROMEO;159 1.9 JTD (120ch);MAL5402M9747;GO;non;7;88.0;M 6;7.8;4.8;5.9;157;None;None;None;None;None;None;None;None;None;None;D;-;2009
ALFA-ROMEO;159 SW 1.9 JTD (120ch) M-JET;MAL5404MX767;GO;non;7;88.0;M 6;7.9;4.9;6.0;159;None;None;None;None;None;None;None;None;None;None;D;-;2009
ALFA-ROMEO;147 3P JTD (150ch) M-JET;MAL5601JV815;GO;non;8;110.0;M 6;7.8;4.5;5.7;151;None;None;None;None;None;None;None;None;None;None;D;-;2009
ALFA-ROMEO;147 3P JTD (150ch) M-JET;MAL5601JW816;GO;non;8;110.0;M 6;7.8;4.5;5.7;151;None;None;None;None;None;None;None;None;None;None;D;-;2009
ALFA-ROMEO;GT COUPE JTD (150ch) M-JET;MAL5601KC831;GO;non;9;110.0;M 6;8.2;4.8;6.1;159;None;None;None;None;None;None;None;None;None;None;D;-;2009
ALFA-ROMEO;GT COUPE JTD (150ch) M-JET (DPF);MAL5601KD832;GO;non;9;110.0;M 6;8.2;4.8;6.1;159;None;None;None;None;None;None;None;None;None;None;D;-;2009
ALFA-ROMEO;147 5P JTD (150ch) M-JET;MAL5602J5823;GO;non;8;110.0;M 6;7.8;4.5;5.7;151;None;None;None;None;None;None;None;None;None;None;D;-;2009
ALFA-ROMEO;147 5P JTD (150ch) M-JET;MAL5602J6824;GO;non;8;110.0;M 6;7.8;4.5;5.7;151;None;None;None;None;None;None;None;None;None;None;D;-;2009
ALFA-ROMEO;159 1.9 JTD (150ch);MAL5602MQ744;GO;non;9;110.0;M 6;7.9;4.8;5.9;157;None;None;None;None;None;None;None;None;None;None;D;-;2009
ALFA-ROMEO;159 1.9 JTD (150ch) TI;MAL5602MR745;GO;non;9;110.0;M 6;7.9;4.8;5.9;157;None;None;None;None;None;None;None;None;None;None;D;-;2009
ALFA-ROMEO;159 SW 1.9 JTD (150ch) M-JET;MAL5604ME764;GO;non;9;110.0;M 6;8.0;4.8;6.0;159;None;None;None;None;None;None;None;None;None;None;D;-;2009
ALFA-ROMEO;159 SW 1.9 JTD (150ch) M-JET TI;MAL5604MF765;GO;non;9;110.0;M 6;8.0;4.8;6.0;159;None;None;None;None;None;None;None;None;None;None;D;-;2009
ALFA-ROMEO;GT COUPE JTD (170ch) M-JET (DPF);MAL5701K4813;GO;non;10;125.0;M 6;8.7;4.8;6.2;164;None;None;None;None;None;None;None;None;None;None;E;200;2009
ALFA-ROMEO;GT COUPE JTD (170ch) M-JET;MAL5701KP797;GO;non;10;125.0;M 6;8.7;4.8;6.2;164;None;None;None;None;None;None;None;None;None;None;E;200;2009
ALFA-ROMEO;BRERA 2.4 JTD (210ch);MAL5901NA785;GO;non;13;154.0;M 6;9.2;5.4;6.8;179;None;None;None;None;None;None;None;None;None;None;E;750;2009
ALFA-ROMEO;159 2.4 JTD M-JET (210ch);MAL5902M6755;GO;non;13;154.0;M 6;9.2;5.4;6.8;179;None;None;None;None;None;None;None;None;None;None;E;750;2009
ALFA-ROMEO;159 SW 2.4 JTD M-JET;MAL5904MU775;GO;non;13;154.0;M 6;9.2;5.5;6.9;181;None;None;None;None;None;None;None;None;None;None;E;750;2009
ALFA-ROMEO;SPIDER 2.4 JTD M-JET;MAL5905FJ794;GO;non;13;154.0;M 6;9.2;5.4;6.8;179;None;None;None;None;None;None;None;None;None;None;E;750;2009
ALFA-ROMEO;159 2.4 JTD M-JET (210ch);MAL6902MA756;GO;non;13;154.0;M 6;9.7;5.8;7.2;192;None;None;None;None;None;None;None;None;None;None;E;750;2009
ALFA-ROMEO;159 SW 2.4 JTD M-JET Q4;MAL6904M9776;GO;non;13;154.0;M 6;9.9;5.9;7.4;194;None;None;None;None;None;None;None;None;None;None;E;750;2009
ALFA-ROMEO;159 1.9 JTD (150ch) Qtronic;MAL7602MU742;GO;non;9;110.0;A 6;9.9;5.5;7.1;187;None;None;None;None;None;None;None;None;None;None;E;750;2009
ALFA-ROMEO;159 1.9 JTD (150ch) Qtronic TI;MAL7602MV743;GO;non;9;110.0;A 6;9.9;5.5;7.1;187;None;None;None;None;None;None;None;None;None;None;E;750;2009
ALFA-ROMEO;159 SW 1.9 JTD (150ch) M-JET Qtronic;MAL7604MJ762;GO;non;9;110.0;A 6;10.0;5.6;7.2;190;None;None;None;None;None;None;None;None;None;None;E;750;2009
ALFA-ROMEO;159 SW 1.9 JTD (150ch) M-JET Qtronic TI;MAL7604MJ763;GO;non;9;110.0;A 6;10.0;5.6;7.2;190;None;None;None;None;None;None;None;None;None;None;E;750;2009
ALFA-ROMEO;BRERA 2.4 JTD Qtronic;MAL7801N2781;GO;non;13;147.0;A 6;11.4;5.8;7.9;208;None;None;None;None;None;None;None;None;None;None;F;1600;2009
ALFA-ROMEO;159 2.4JTD Qtronic;MAL7802MT746;GO;non;13;147.0;A 6;11.4;5.8;7.9;208;None;None;None;None;None;None;None;None;None;None;F;1600;2009
ALFA-ROMEO;159 SW 2.4 JTD M-JET Qtronic;MAL7804MH766;GO;non;13;147.0;A 6;11.6;5.9;8.0;210;None;None;None;None;None;None;None;None;None;None;F;1600;2009
ALFA-ROMEO;SPIDER 2.4 JTD M-JET Qtronic;MAL7805FB790;GO;non;13;147.0;A 6;11.4;5.8;7.9;208;None;None;None;None;None;None;None;None;None;None;F;1600;2009
ASTON MARTIN;V8 VANTAGE;MAM1901CC141;ES;non;33;298.0;M 6;22.5;10.6;15.0;358;None;None;None;None;None;None;None;None;None;None;G;2600;2009
ASTON MARTIN;V8 VANTAGE;MAM1901CD142;ES;non;33;298.0;M 6;22.5;10.6;15.0;358;None;None;None;None;None;None;None;None;None;None;G;2600;2009
ASTON MARTIN;V8 VANTAGE;MAM1901CS157;ES;non;34;313.0;M 6;19.9;10.4;13.9;328;None;None;None;None;None;None;None;None;None;None;G;2600;2009
ASTON MARTIN;V8 VANTAGE;MAM1901CV160;ES;non;34;313.0;M 6;19.9;10.4;13.9;328;None;None;None;None;None;None;None;None;None;None;G;2600;2009
ASTON MARTIN;DB9;MAM1901JP146;ES;non;41;350.0;M 6;24.6;11.7;16.4;389;None;None;None;None;None;None;None;None;None;None;G;2600;2009
ASTON MARTIN;DB9;MAM1901JP147;ES;non;41;350.0;M 6;24.6;11.7;16.4;389;None;None;None;None;None;None;None;None;None;None;G;2600;2009
ASTON MARTIN;DBS;MAM1901K6163;ES;non;45;380.0;M 6;24.3;11.7;16.4;388;None;None;None;None;None;None;None;None;None;None;G;2600;2009
ASTON MARTIN;DBS;MAM1901K7164;ES;non;45;380.0;M 6;24.3;11.7;16.4;388;None;None;None;None;None;None;None;None;None;None;G;2600;2009
ASTON MARTIN;DBS;MAM1901KE135;ES;non;45;380.0;M 6;24.3;11.7;16.4;388;None;None;None;None;None;None;None;None;None;None;G;2600;2009
ASTON MARTIN;DBS;MAM1901KF136;ES;non;45;380.0;M 6;24.3;11.7;16.4;388;None;None;None;None;None;None;None;None;None;None;G;2600;2009
ASTON MARTIN;V8 VANTAGE ROADSTER;MAM1905CG137;ES;non;33;298.0;M 6;22.5;10.6;15.0;358;None;None;None;None;None;None;None;None;None;None;G;2600;2009
ASTON MARTIN;V8 VANTAGE ROADSTER;MAM1905CH138;ES;non;33;298.0;M 6;22.5;10.6;15.0;358;None;None;None;None;None;None;None;None;None;None;G;2600;2009
ASTON MARTIN;V8 VANTAGE ROADSTER;MAM1905CW153;ES;non;34;313.0;M 6;19.9;10.4;13.9;328;None;None;None;None;None;None;None;None;None;None;G;2600;2009
ASTON MARTIN;V8 VANTAGE ROADSTER;MAM1905CZ156;ES;non;34;313.0;M 6;19.9;10.4;13.9;328;None;None;None;None;None;None;None;None;None;None;G;2600;2009
ASTON MARTIN;DB9;MAM1905J0150;ES;non;41;350.0;M 6;24.6;11.7;16.4;389;None;None;None;None;None;None;None;None;None;None;G;2600;2009
ASTON MARTIN;DB9;MAM1905J1151;ES;non;41;350.0;M 6;24.6;11.7;16.4;389;None;None;None;None;None;None;None;None;None;None;G;2600;2009
ASTON MARTIN;V8 VANTAGE;MAM3901CA158;ES;non;34;313.0;A 6;19.4;9.6;13.2;312;None;None;None;None;None;None;None;None;None;None;G;2600;2009
ASTON MARTIN;V8 VANTAGE;MAM3901CB159;ES;non;34;313.0;A 6;19.4;9.6;13.2;312;None;None;None;None;None;None;None;None;None;None;G;2600;2009
ASTON MARTIN;V8 VANTAGE;MAM3901CV143;ES;non;33;298.0;A 6;23.2;10.4;15.1;360;None;None;None;None;None;None;None;None;None;None;G;2600;2009
ASTON MARTIN;V8 VANTAGE;MAM3901CW144;ES;non;33;298.0;A 6;23.2;10.4;15.1;360;None;None;None;None;None;None;None;None;None;None;G;2600;2009
ASTON MARTIN;DB9;MAM3901J4145;ES;non;40;350.0;A 6;24.1;10.6;15.6;368;None;None;None;None;None;None;None;None;None;None;G;2600;2009
ASTON MARTIN;DB9;MAM3901J7148;ES;non;40;350.0;A 6;24.1;10.6;15.6;368;None;None;None;None;None;None;None;None;None;None;G;2600;2009
ASTON MARTIN;DBS;MAM3901KL161;ES;non;45;380.0;A 6;24.2;10.5;15.5;367;None;None;None;None;None;None;None;None;None;None;G;2600;2009
ASTON MARTIN;DBS;MAM3901KM162;ES;non;45;380.0;A 6;24.2;10.5;15.5;367;None;None;None;None;None;None;None;None;None;None;G;2600;2009
ASTON MARTIN;DBS;MAM3901KP165;ES;non;45;380.0;A 6;24.2;10.5;15.5;367;None;None;None;None;None;None;None;None;None;None;G;2600;2009
ASTON MARTIN;DBS;MAM3901KQ166;ES;non;45;380.0;A 6;24.2;10.5;15.5;367;None;None;None;None;None;None;None;None;None;None;G;2600;2009
ASTON MARTIN;V8 VANTAGE ROADSTER;MAM3905C0140;ES;non;33;298.0;A 6;23.2;10.4;15.1;360;None;None;None;None;None;None;None;None;None;None;G;2600;2009
ASTON MARTIN;V8 VANTAGE ROADSTER;MAM3905CE154;ES;non;34;313.0;A 6;19.4;9.6;13.2;312;None;None;None;None;None;None;None;None;None;None;G;2600;2009
ASTON MARTIN;V8 VANTAGE ROADSTER;MAM3905CF155;ES;non;34;313.0;A 6;19.4;9.6;13.2;312;None;None;None;None;None;None;None;None;None;None;G;2600;2009
ASTON MARTIN;V8 VANTAGE ROADSTER;MAM3905CZ139;ES;non;33;298.0;A 6;23.2;10.4;15.1;360;None;None;None;None;None;None;None;None;None;None;G;2600;2009
ASTON MARTIN;DB9;MAM3905JG149;ES;non;40;350.0;A 6;24.1;10.6;15.6;368;None;None;None;None;None;None;None;None;None;None;G;2600;2009
ASTON MARTIN;DB9;MAM3905JJ152;ES;non;40;350.0;A 6;24.1;10.6;15.6;368;None;None;None;None;None;None;None;None;None;None;G;2600;2009
AUDI;A3 1.6 (102ch);MAU13I4G2709;ES;non;6;75.0;M 5;9.5;5.3;6.8;162;None;None;None;None;None;None;None;None;None;None;E;200;2009
AUDI;A3 1.6 (102ch);MAU13I4G3710;ES;non;6;75.0;M 5;9.5;5.3;6.8;162;None;None;None;None;None;None;None;None;None;None;E;200;2009
AUDI;A3 SPORTBACK 1.6 (102ch);MAU13I4G3807;ES;non;6;75.0;M 5;9.5;5.4;6.9;164;None;None;None;None;None;None;None;None;None;None;E;200;2009
AUDI;A3 SPORTBACK 1.6 (102ch);MAU13I4G4808;ES;non;6;75.0;M 5;9.5;5.4;6.9;164;None;None;None;None;None;None;None;None;None;None;E;200;2009
AUDI;A3 CABRIOLET 1.6 (102ch);MAU13I5GY933;ES;non;6;75.0;M 5;9.6;5.5;7.0;167;None;None;None;None;None;None;None;None;None;None;E;750;2009
AUDI;A3 CABRIOLET 1.6 (102ch);MAU13I5GZ934;ES;non;6;75.0;M 5;9.6;5.5;7.0;167;None;None;None;None;None;None;None;None;None;None;E;750;2009
AUDI;A4 1.8 TFSI (120ch);MAU14J2FE142;ES;non;7;88.0;M 6;9.5;5.6;7.1;164;None;None;None;None;None;None;None;None;None;None;E;200;2009
AUDI;A4 1.8 TFSI (120ch);MAU14J2FF143;ES;non;7;88.0;M 6;9.5;5.6;7.1;164;None;None;None;None;None;None;None;None;None;None;E;200;2009
AUDI;A4 AVANT 1.8 TFSI (120ch);MAU14J4FA037;ES;non;7;88.0;M 6;9.6;5.8;7.2;169;None;None;None;None;None;None;None;None;None;None;E;750;2009
AUDI;A4 AVANT 1.8 TFSI (120ch);MAU14J4FB038;ES;non;7;88.0;M 6;9.6;5.8;7.2;169;None;None;None;None;None;None;None;None;None;None;E;750;2009
AUDI;A3 1.4 TFSI (125ch);MAU15I4G0741;ES;non;7;92.0;M 6;7.8;4.9;5.9;140;None;None;None;None;None;None;None;None;None;None;C;-;2009
AUDI;A3 1.4 TFSI (125ch);MAU15I4G1742;ES;non;7;92.0;M 6;7.8;4.9;5.9;140;None;None;None;None;None;None;None;None;None;None;C;-;2009
AUDI;A3 SPORTBACK 1.4 TFSI (125ch);MAU15I4G1839;ES;non;7;92.0;M 6;7.9;5.0;6.0;143;None;None;None;None;None;None;None;None;None;None;D;-;2009
AUDI;A3 SPORTBACK 1.4 TFSI (125ch);MAU15I4G2840;ES;non;7;92.0;M 6;7.9;5.0;6.0;143;None;None;None;None;None;None;None;None;None;None;D;-;2009
AUDI;AUDI TT COUPE 1.8TFSI (160ch);MAU17I1M1995;ES;non;9;118.0;M 6;9.0;5.3;6.7;155;None;None;None;None;None;None;None;None;None;None;D;-;2009
AUDI;AUDI TT COUPE 1.8TFSI (160ch);MAU17I1M2996;ES;non;9;118.0;M 6;9.0;5.3;6.7;155;None;None;None;None;None;None;None;None;None;None;D;-;2009
AUDI;A3 1.8 TFSI (160ch);MAU17I4GP763;ES;non;9;118.0;M 6;9.1;5.3;6.7;159;None;None;None;None;None;None;None;None;None;None;D;-;2009
AUDI;A3 1.8 TFSI (160ch);MAU17I4GP764;ES;non;9;118.0;M 6;9.1;5.3;6.7;159;None;None;None;None;None;None;None;None;None;None;D;-;2009
AUDI;A3 SPORTBACK 1.8 TFSI (180ch);MAU17I4GP861;ES;non;9;118.0;M 6;9.1;5.4;6.7;159;None;None;None;None;None;None;None;None;None;None;D;-;2009
AUDI;A3 SPORTBACK 1.8 TFSI (180ch);MAU17I4GQ862;ES;non;9;118.0;M 6;9.1;5.4;6.7;159;None;None;None;None;None;None;None;None;None;None;D;-;2009
AUDI;A3 CABRIOLET 1.8 TFSI (160ch);MAU17I5GR110;ES;non;10;118.0;M 6;10.0;5.7;7.3;174;None;None;None;None;None;None;None;None;None;None;E;750;2009
AUDI;A3 CABRIOLET 1.8 TFSI (160ch);MAU17I5GS111;ES;non;10;118.0;M 6;10.0;5.7;7.3;174;None;None;None;None;None;None;None;None;None;None;E;750;2009
AUDI;A4 1.8 TFSI (160ch);MAU17J2FL146;ES;non;9;118.0;M 6;9.5;5.6;7.1;164;None;None;None;None;None;None;None;None;None;None;E;200;2009
AUDI;A4 1.8 TFSI (160ch);MAU17J2FM147;ES;non;9;118.0;M 6;9.5;5.6;7.1;164;None;None;None;None;None;None;None;None;None;None;E;200;2009
AUDI;A6 2.0 TFSI (170ch);MAU17J2KL274;ES;non;10;125.0;M 6;10.2;5.9;7.5;174;None;None;None;None;None;None;None;None;None;None;E;750;2009
AUDI;A6 2.0 TFSI (170ch);MAU17J2KM275;ES;non;10;125.0;M 6;10.2;5.9;7.5;174;None;None;None;None;None;None;None;None;None;None;E;750;2009
AUDI;A6 2.0 TFSI (170ch);MAU17J2KN276;ES;non;10;125.0;M 6;10.2;5.9;7.5;174;None;None;None;None;None;None;None;None;None;None;E;750;2009
AUDI;A6 2.0 TFSI (170ch);MAU17J2KP277;ES;non;10;125.0;M 6;10.2;5.9;7.5;174;None;None;None;None;None;None;None;None;None;None;E;750;2009
AUDI;A4 AVANT 1.8 TFSI (160ch);MAU17J4FH041;ES;non;9;118.0;M 6;9.6;5.8;7.2;169;None;None;None;None;None;None;None;None;None;None;E;750;2009
AUDI;A4 AVANT 1.8 TFSI (160ch);MAU17J4FJ042;ES;non;9;118.0;M 6;9.6;5.8;7.2;169;None;None;None;None;None;None;None;None;None;None;E;750;2009
AUDI;A6 AVANT 2.0 TFSI (170ch);MAU17J4KS180;ES;non;10;125.0;M 6;10.2;5.9;7.5;174;None;None;None;None;None;None;None;None;None;None;E;750;2009
AUDI;A6 AVANT 2.0 TFSI (170ch);MAU17J4KT181;ES;non;10;125.0;M 6;10.2;5.9;7.5;174;None;None;None;None;None;None;None;None;None;None;E;750;2009
AUDI;AUDI TT ROADSTER 1.8TFSI (160ch);MAU17J5MQ005;ES;non;9;118.0;M 6;9.1;5.6;6.9;159;None;None;None;None;None;None;None;None;None;None;D;-;2009
AUDI;AUDI TT ROADSTER 1.8TFSI (160ch);MAU17J5MR006;ES;non;9;118.0;M 6;9.1;5.6;6.9;159;None;None;None;None;None;None;None;None;None;None;D;-;2009
AUDI;AUDI TT COUPE 2.0TFSI (200ch);MAU18I1M4160;ES;non;12;147.0;M 6;10.7;6.0;7.7;183;None;None;None;None;None;None;None;None;None;None;E;750;2009
AUDI;AUDI TT COUPE 2.0TFSI (200ch);MAU18I1M5161;ES;non;12;147.0;M 6;10.7;6.0;7.7;183;None;None;None;None;None;None;None;None;None;None;E;750;2009
AUDI;A3 SPORTBACK 2.0 TFSI (200ch);MAU18I4GK855;ES;non;12;147.0;M 6;9.9;5.6;7.2;171;None;None;None;None;None;None;None;None;None;None;E;750;2009
AUDI;A3 SPORTBACK 2.0 TFSI (200ch);MAU18I4GL856;ES;non;12;147.0;M 6;9.9;5.6;7.2;171;None;None;None;None;None;None;None;None;None;None;E;750;2009
AUDI;A3 CABRIOLET 2.0 TFSI (200ch);MAU18I5G4122;ES;non;12;147.0;M 6;10.6;5.9;7.6;182;None;None;None;None;None;None;None;None;None;None;E;750;2009
AUDI;A3 CABRIOLET 2.0 TFSI (200ch);MAU18I5G5123;ES;non;12;147.0;M 6;10.6;5.9;7.6;182;None;None;None;None;None;None;None;None;None;None;E;750;2009
AUDI;AUDI TT ROADSTER 2.0TFSI (200ch);MAU18I5MU178;ES;non;12;147.0;M 6;10.7;6.2;7.8;186;None;None;None;None;None;None;None;None;None;None;E;750;2009
AUDI;AUDI TT ROADSTER 2.0TFSI (200ch);MAU18I5MV179;ES;non;12;147.0;M 6;10.7;6.2;7.8;186;None;None;None;None;None;None;None;None;None;None;E;750;2009
AUDI;A5 2.0 TFSI (180ch);MAU18J1V8093;ES;non;10;132.0;M 6;9.0;5.2;6.6;154;None;None;None;None;None;None;None;None;None;None;D;-;2009
