lib_mrq_utac;lib_mod;cnit;cod_cbr;hybride;puiss_admin_98;puiss_max;typ_boite_nb_rapp;conso_urb;conso_exurb;conso_mixte;co2;co_typ_1;hc;nox;hcnox;ptcl;masse_ordma_min;masse_ordma_max;champ_v9;carrosserie;gamme;etiq_energ;bonus_malus;annee_df
ALFA-ROMEO;SPIDER 2.0L JTS;MAL1705FB441;ES;non;11;122.0;M 5;13.3;6.8;9.2;220;None;None;None;None;None;None;None;None;None;None;None;None;2005
ALFA-ROMEO;SPIDER 2.0L TS;MAL1605F0440;ES;non;10;110.0;M 5;13.3;6.8;9.2;220;None;None;None;None;None;None;None;None;None;None;None;None;2005
ALFA-ROMEO;SPIDER 3.2L V6 24V;MAL1905FW442;ES;non;18;176.5;M 6;19.9;9.3;13.2;315;None;None;None;None;None;None;None;None;None;None;None;None;2005
ALFA-ROMEO;147 3P 1.9 JTD (100ch);MAL5301JJ603;GO;non;6;74.0;M 5;7.8;4.7;5.8;155;None;None;None;None;None;None;None;None;None;None;None;None;2005
ALFA-ROMEO;147 3P 1.9 JTD (115ch);MAL5401JS602;GO;non;7;85.0;M 5;7.8;4.7;5.8;155;None;None;None;None;None;None;None;None;None;None;None;None;2005
ALFA-ROMEO;147 3P 1.9 JTD (126ch);MAL5501J4604;GO;non;7;93.0;M 6;8.0;4.7;5.9;157;None;None;None;None;None;None;None;None;None;None;None;None;2005
ALFA-ROMEO;147 3P 1.9 JTD (150ch);MAL5601JT619;GO;non;9;110.0;M 6;8.0;4.7;5.9;157;None;None;None;None;None;None;None;None;None;None;None;None;2005
ALFA-ROMEO;147 5P 1.9 JTD (100ch);MAL5302JX615;GO;non;6;74.0;M 5;7.8;4.7;5.8;155;None;None;None;None;None;None;None;None;None;None;None;None;2005
ALFA-ROMEO;147 5P 1.9 JTD (115ch);MAL5402J6614;GO;non;7;85.0;M 5;7.8;4.7;5.8;155;None;None;None;None;None;None;None;None;None;None;None;None;2005
ALFA-ROMEO;147 5P 1.9 JTD (126ch);MAL5502JJ616;GO;non;7;93.0;M 6;8.0;4.7;5.9;157;None;None;None;None;None;None;None;None;None;None;None;None;2005
ALFA-ROMEO;147 5P 1.9 JTD (150ch);MAL5602JT617;GO;non;9;110.0;M 6;8.0;4.7;5.9;157;None;None;None;None;None;None;None;None;None;None;None;None;2005
ALFA-ROMEO;156 1.9 JTD (115ch);MAL5402EX549;GO;non;7;85.0;M 5;7.8;4.7;5.8;155;None;None;None;None;None;None;None;None;None;None;None;None;2005
ALFA-ROMEO;156 1.9 JTD (126ch);MAL5502EJ561;GO;non;7;93.0;M 6;8.0;4.7;5.9;157;None;None;None;None;None;None;None;None;None;None;None;None;2005
ALFA-ROMEO;156 1.9 JTD (150ch);MAL5602EW589;GO;non;9;110.0;M 6;8.0;4.7;5.9;157;None;None;None;None;None;None;None;None;None;None;None;None;2005
ALFA-ROMEO;156 2.4 JTD (175ch);MAL5702E2560;GO;non;10;129.0;M 6;8.8;5.3;6.6;175;None;None;None;None;None;None;None;None;None;None;None;None;2005
ALFA-ROMEO;156 SW 1.9 JTD (115ch);MAL5404EG564;GO;non;7;85.0;M 5;7.9;4.9;6.0;160;None;None;None;None;None;None;None;None;None;None;None;None;2005
ALFA-ROMEO;156 SW 1.9 JTD (126ch);MAL5504E3577;GO;non;7;93.0;M 6;8.2;4.8;6.1;161;None;None;None;None;None;None;None;None;None;None;None;None;2005
ALFA-ROMEO;156 SW 1.9 JTD (150ch);MAL5604E3592;GO;non;9;110.0;M 6;8.2;4.8;6.1;161;None;None;None;None;None;None;None;None;None;None;None;None;2005
ALFA-ROMEO;156 SW 2.4 JTD (175ch);MAL5704EL575;GO;non;10;129.0;M 6;8.9;5.5;6.7;178;None;None;None;None;None;None;None;None;None;None;None;None;2005
ALFA-ROMEO;156 SW CROSSWAGON Q4;MAL6604L7586;GO;non;9;110.0;M 6;9.3;5.8;7.1;188;None;None;None;None;None;None;None;None;None;None;None;None;2005
ALFA-ROMEO;156 SW Q4;MAL6604E7593;GO;non;9;110.0;M 6;8.9;5.6;6.8;181;None;None;None;None;None;None;None;None;None;None;None;None;2005
ALFA-ROMEO;166 2.4 JTD (150ch);MAL5602GF581;GO;non;9;110.0;M 6;10.4;5.8;7.5;199;None;None;None;None;None;None;None;None;None;None;None;None;2005
ALFA-ROMEO;166 2.4 JTD (175ch);MAL5702G2583;GO;non;11;129.0;M 6;9.9;6.1;7.5;198;None;None;None;None;None;None;None;None;None;None;None;None;2005
ALFA-ROMEO;166 2.4 JTD (175ch) SPORTRONIC;MAL7702G9584;GO;non;12;129.0;A 5;12.1;6.9;8.9;235;None;None;None;None;None;None;None;None;None;None;None;None;2005
ALFA-ROMEO;GT COUPE 1.9 JTD;MAL5601K9501;GO;non;9;110.0;M 6;8.7;5.4;6.7;176;None;None;None;None;None;None;None;None;None;None;None;None;2005
ALFA-ROMEO;GT COUPE 1.9 JTD;MAL5601KV620;GO;non;9;110.0;M 6;8.5;4.9;6.2;165;None;None;None;None;None;None;None;None;None;None;None;None;2005
ASTON MARTIN;DB9 COUPE BVA;MAM3901JF095/MAM3901JG096;ES;non;39;336.0;A 6;24.9;11.7;16.5;394;None;None;None;None;None;None;None;None;None;None;None;None;2005
ASTON MARTIN;V12 VANQUISH;MAM1901G8097/MAM1901G9098/MAM1901GA099/MAM1901GB100;ES;non;40;345.0;M 6;25.6;11.5;16.7;396;None;None;None;None;None;None;None;None;None;None;None;None;2005
ASTON MARTIN;V12 VANQUISH S;MAM1901GC101/MAM1901GD102/MAM1901GE103/MAM1901GF104;ES;non;48;388.0;M 6;28.2;13.4;18.9;448;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A2 1.4L (75ch);MAU11A2QJ209;ES;non;5;55.0;M 5;8.1;4.6;5.9;142;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A2 1.4L (75ch);MAU11A2QK210;ES;non;5;55.0;M 5;8.2;4.7;6.0;144;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A2 1.6L FSI (110ch);MAU14A2Q7194;ES;non;6;81.0;M 5;8.2;4.8;6.0;144;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A2 1.6L FSI (110ch);MAU14A2QV193;ES;non;6;81.0;M 5;8.1;4.7;5.9;142;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A3 1.6L (102ch);MAU13C1G4299;ES;non;6;75.0;M 5;9.6;5.5;7.0;168;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A3 1.6L (102ch);MAU13C1G6301;ES;non;7;75.0;M 5;9.8;5.7;7.2;173;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A3 1.6L (102ch) TIPTRONIC;MAU33C1G2295;ES;non;7;75.0;A 6;10.9;5.6;7.6;182;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A3 1.6L (102ch) TIPTRONIC;MAU33C1G3296;ES;non;7;75.0;A 6;11.2;5.8;7.8;187;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A3 1.6L FSI (115ch);MAU14C1GC281;ES;non;7;85.0;M 6;8.7;5.3;6.5;156;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A3 1.6L FSI (115ch);MAU14C1GD282;ES;non;7;85.0;M 6;8.8;5.4;6.6;158;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A3 2.0L FSI (150ch);MAU16C1GJ249;ES;non;9;110.0;M 6;9.6;5.3;6.9;166;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A3 2.0L FSI (150ch);MAU16C1GK251;ES;non;9;110.0;M 6;10.1;5.8;7.4;178;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A3 2.0L FSI (150ch) TIPTRONIC;MAU36C1GE243;ES;non;9;110.0;A 6;11.2;5.7;7.7;185;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A3 2.0L FSI (150ch) TIPTRONIC;MAU36C1GG245;ES;non;9;110.0;A 6;11.4;5.9;7.9;190;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A3 2.0L TFSI (200ch) DSG;MAU38C1GJ440;ES;non;12;147.0;A 6;10.6;6.0;7.7;185;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A3 2.0L TFSI (200ch) DSG;MAU38C1GK441;ES;non;12;147.0;A 6;10.7;6.1;7.8;187;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A3 2.0L TFSI (200ch) QUATTRO;MAU28C1GV259;ES;non;13;147.0;M 6;12.3;6.8;8.8;211;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A3 2.0L TFSI (200ch) QUATTRO;MAU28C1GX261;ES;non;13;147.0;M 6;12.5;7.0;9.0;216;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A3 SPORTBACK 1.6L (102ch);MAU13C2GN510;ES;non;7;75.0;M 5;9.7;5.6;7.1;170;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A3 SPORTBACK 1.6L (102ch);MAU13C2GP511;ES;non;7;75.0;M 5;9.8;5.7;7.2;173;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A3 SPORTBACK 1.6L (102ch) TIPTRONIC;MAU33C2GJ504;ES;non;7;75.0;A 6;10.9;5.6;7.6;182;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A3 SPORTBACK 1.6L (102ch) TIPTRONIC;MAU33C2GL506;ES;non;7;75.0;A 6;11.5;6.0;8.0;192;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A3 SPORTBACK 1.6L FSI (115ch);MAU14C2G2488;ES;non;7;85.0;M 6;8.7;5.3;6.5;156;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A3 SPORTBACK 1.6L FSI (115ch);MAU14C2G4490;ES;non;7;85.0;M 6;8.9;5.5;6.7;161;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A3 SPORTBACK 2.0L FSI (150ch);MAU16C2GB434;ES;non;9;110.0;M 6;9.6;5.3;6.9;166;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A3 SPORTBACK 2.0L FSI (150ch);MAU16C2GD436;ES;non;9;110.0;M 6;10.1;5.8;7.4;178;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A3 SPORTBACK 2.0L FSI (150ch) TIPTRONIC;MAU36C2G9430;ES;non;9;110.0;A 6;11.3;5.8;7.8;187;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A3 SPORTBACK 2.0L FSI (150ch) TIPTRONIC;MAU36C2GA431;ES;non;9;110.0;A 6;11.4;5.9;7.9;190;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A3 SPORTBACK 2.0L TFSI (200ch) DSG;MAU38C2GN442;ES;non;12;147.0;A 6;10.6;6.0;7.7;185;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A3 SPORTBACK 2.0L TFSI (200ch) DSG;MAU38C2GP444;ES;non;12;147.0;A 6;10.8;6.2;7.9;190;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A3 SPORTBACK 2.0L TFSI (200ch) QUATTRO;MAU28C2GU450;ES;non;13;147.0;M 6;12.4;6.9;8.9;214;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A3 SPORTBACK 2.0L TFSI (200ch) QUATTRO;MAU28C2GV451;ES;non;13;147.0;M 6;12.5;7.0;9.0;216;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A3 SPORTBACK V6 3.2L (250ch) QUATTRO;MAU29C2GJ498;ES;non;17;184.0;M 6;14.8;8.2;10.6;254;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A3 SPORTBACK V6 3.2L (250ch) QUATTRO;MAU29C2GK500;ES;non;17;184.0;M 6;15.0;8.4;10.8;259;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A3 SPORTBACK V6 3.2L (250ch) QUATTRO DSG;MAU49C2GH495;ES;non;17;184.0;A 6;14.0;7.7;10.0;240;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A3 SPORTBACK V6 3.2L (250ch) QUATTRO DSG;MAU49C2GK570;ES;non;17;184.0;A 6;13.1;7.6;9.6;230;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A3 V6 3.2L (250ch) QUATTRO;MAU29C1G3291;ES;non;17;184.0;M 6;14.8;8.2;10.6;254;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A3 V6 3.2L (250ch) QUATTRO;MAU29C1G4292;ES;non;17;184.0;M 6;14.9;8.3;10.7;257;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A3 V6 3.2L (250ch) QUATTRO DSG;MAU49C1GF567;ES;non;17;184.0;A 6;13.0;7.5;9.5;228;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A3 V6 3.2L (250ch) QUATTRO DSG;MAU49C1GQ287;ES;non;17;184.0;A 6;14.0;7.7;10.0;240;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A4 1.6L (102ch);MAU13C2FQ708;ES;non;7;75.0;M 5;10.8;6.0;7.7;185;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A4 1.6L (102ch);MAU13C2FS710;ES;non;7;75.0;M 5;11.0;6.2;7.9;190;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A4 1.8L T (150ch) MULTITRONIC;MAU97C2F2744;ES;non;10;120.0;V 0;11.3;6.4;8.2;197;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A4 1.8L T (150ch) MULTITRONIC;MAU97C2F4746;ES;non;10;120.0;V 0;11.5;6.6;8.4;202;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A4 1.8L T (163ch);MAU17C2F0750;ES;non;10;120.0;M 5;11.3;6.4;8.2;197;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A4 1.8L T (163ch);MAU17C2F1751;ES;non;10;120.0;M 5;11.4;6.5;8.3;199;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A4 1.8L T (163ch) QUATTRO;MAU27C2F5754;ES;non;11;120.0;M 6;12.8;7.1;9.2;221;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A4 1.8L T (163ch) QUATTRO;MAU27C2F6755;ES;non;11;120.0;M 6;12.9;7.2;9.3;223;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A4 2.0L (130ch);MAU15C2FP704;ES;non;8;96.0;M 5;11.5;6.0;8.0;192;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A4 2.0L (130ch);MAU15C2FP705;ES;non;8;96.0;M 5;11.6;6.1;8.2;197;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A4 2.0L (130ch) MULTITRONIC;MAU95C2FS700;ES;non;8;96.0;V 0;10.9;6.2;7.9;190;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A4 2.0L (130ch) MULTITRONIC;MAU95C2FT701;ES;non;8;96.0;V 0;11.0;6.3;8.0;192;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A4 2.0L TFSI (200ch);MAU18C2FD762;ES;non;12;147.0;M 6;10.9;5.8;7.7;185;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A4 2.0L TFSI (200ch);MAU18C2FF764;ES;non;12;147.0;M 6;11.3;6.1;8.0;192;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A4 2.0L TFSI (200ch) MULTITRONIC;MAU98C2FH758;ES;non;12;147.0;V 0;11.2;6.3;8.1;194;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A4 2.0L TFSI (200ch) MULTITRONIC;MAU98C2FJ759;ES;non;12;147.0;V 0;11.5;6.4;8.3;199;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A4 2.0L TFSI (200ch) QUATTRO;MAU28C2FQ774;ES;non;13;147.0;M 6;12.6;6.6;8.8;211;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A4 2.0L TFSI (200ch) QUATTRO;MAU28C2FR775;ES;non;13;147.0;M 6;12.8;6.8;9.0;216;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A4 2.0L TFSI (200ch) QUATTRO TIPTRONIC;MAU48C2FM768;ES;non;13;147.0;A 6;13.1;7.2;9.4;226;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A4 2.0L TFSI (200ch) QUATTRO TIPTRONIC;MAU48C2FP770;ES;non;13;147.0;A 6;13.7;7.4;9.7;233;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A4 AVANT 1.8L T (150ch) MULTITRONIC;MAU97C4F9844;ES;non;10;120.0;V 0;11.4;6.5;8.3;199;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A4 AVANT 1.8L T (150ch) MULTITRONIC;MAU97C4FA845;ES;non;10;120.0;V 0;11.5;6.6;8.4;202;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A4 AVANT 1.8L T (163ch);MAU17C4F5848;ES;non;10;120.0;M 5;11.4;6.5;8.3;199;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A4 AVANT 1.8L T (163ch);MAU17C4F6849;ES;non;10;120.0;M 5;11.5;6.6;8.4;202;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A4 AVANT 1.8L T (163ch) QUATTRO;MAU27C4FA852;ES;non;11;120.0;M 6;12.8;7.1;9.2;221;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A4 AVANT 1.8L T (163ch) QUATTRO;MAU27C4FB853;ES;non;11;120.0;M 6;12.9;7.2;9.3;223;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A4 AVANT 2.0L (130ch);MAU15C4F0809;ES;non;8;96.0;M 5;11.6;6.1;8.2;197;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A4 AVANT 2.0L (130ch);MAU15C4FZ808;ES;non;8;96.0;M 5;11.5;6.0;8.0;192;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A4 AVANT 2.0L (130ch) MULTITRONIC;MAU95C4F3804;ES;non;8;96.0;V 0;11.0;6.3;8.0;192;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A4 AVANT 2.0L (130ch) MULTITRONIC;MAU95C4F4805;ES;non;8;96.0;V 0;11.1;6.4;8.1;194;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A4 AVANT 2.0L TFSI (200ch);MAU18C4FJ860;ES;non;12;147.0;M 6;11.0;5.9;7.8;187;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A4 AVANT 2.0L TFSI (200ch);MAU18C4FJ861;ES;non;12;147.0;M 6;11.3;6.1;8.0;192;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A4 AVANT 2.0L TFSI (200ch) MULTITRONIC;MAU98C4FM856;ES;non;12;147.0;V 0;11.2;6.3;8.1;194;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A4 AVANT 2.0L TFSI (200ch) MULTITRONIC;MAU98C4FN857;ES;non;12;147.0;V 0;11.5;6.4;8.3;199;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A4 AVANT 2.0L TFSI (200ch) QUATTRO;MAU28C4FR868;ES;non;13;147.0;M 6;12.6;6.6;8.8;211;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A4 AVANT 2.0L TFSI (200ch) QUATTRO;MAU28C4FT870;ES;non;13;147.0;M 6;12.9;6.9;9.1;218;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A4 AVANT 2.0L TFSI (200ch) QUATTRO TIPTRONIC;MAU48C4FP864;ES;non;13;147.0;A 6;13.4;7.3;9.5;228;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A4 AVANT 2.0L TFSI (200ch) QUATTRO TIPTRONIC;MAU48C4FQ865;ES;non;13;147.0;A 6;13.7;7.4;9.7;233;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A4 CABRIOLET 1.8L T (163ch);MAU17A5E4266;ES;non;10;120.0;M 5;11.6;6.7;8.5;204;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A4 CABRIOLET 1.8L T (163ch);MAU17A5E6268;ES;non;10;120.0;M 5;11.8;6.9;8.7;208;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A4 CABRIOLET 1.8L T (163ch);MAU27A5EU995;ES;non;11;120.0;M 6;12.9;7.4;9.4;226;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A4 CABRIOLET 1.8L T (163ch);MAU27A5EV996;ES;non;11;120.0;M 6;13.0;7.5;9.5;228;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A4 CABRIOLET 1.8L T (163ch) MULTITRONIC;MAU97A5E8262;ES;non;10;120.0;V 0;11.6;6.7;8.5;204;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A4 CABRIOLET 1.8L T (163ch) MULTITRONIC;MAU97A5E9263;ES;non;10;120.0;V 0;11.7;6.8;8.6;206;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A4 CABRIOLET 2.4L (170ch);MAU17C5ER057;ES;non;11;125.0;M 6;14.4;7.3;9.9;238;None;None;None;None;None;None;None;None;None;None;None;None;2005
AUDI;A4 CABRIOLET 2.4L (170ch);MAU17C5ES058;ES;non;12;125.0;M 6;14.5;7.4;10.0;240;None;None;None;None;None;None;None;None;None;None;None;None;2005
