lib_mrq_utac;lib_mod;cnit;cod_cbr;hybride;puiss_admin_98;puiss_max;typ_boite_nb_rapp;conso_urb;conso_exurb;conso_mixte;co2;co_typ_1;hc;nox;hcnox;ptcl;masse_ordma_min;masse_ordma_max;champ_v9;carrosserie;gamme;etiq_energ;bonus_malus;annee_df
MERCEDES AMG;E 63 AMG BERLINE BVA7;M10AMGVP0008003;ES;non;44;386;A 7;18,7;9,1;12,6;295;None;None;None;None;None;None;None;None;None;None;G;2600;2010
MERCEDES AMG;E 63 AMG BERLINE BVA7;M10AMGVP0009004;ES;non;44;386;A 7;18,7;9,1;12,6;295;None;None;None;None;None;None;None;None;None;None;G;2600;2010
MERCEDES AMG;E 63 AMG BERLINE BVA7;M10AMGVP000A005;ES;non;44;386;A 7;18,7;9,1;12,6;295;None;None;None;None;None;None;None;None;None;None;G;2600;2010
MERCEDES AMG;E 63 AMG BREAK BVA7;M10AMGVP000B006;ES;non;44;386;A 7;18,8;9,3;12,8;299;None;None;None;None;None;None;None;None;None;None;G;2600;2010
MERCEDES AMG;E 63 AMG BREAK BVA7;M10AMGVP000C007;ES;non;44;386;A 7;18,8;9,3;12,8;299;None;None;None;None;None;None;None;None;None;None;G;2600;2010
MERCEDES AMG;E 63 AMG BREAK BVA7;M10AMGVP000D008;ES;non;44;386;A 7;18,8;9,3;12,8;299;None;None;None;None;None;None;None;None;None;None;G;2600;2010
MERCEDES AMG;E 63 AMG BREAK BVA7;M10AMGVP000E009;ES;non;44;386;A 7;18,8;9,3;12,8;299;None;None;None;None;None;None;None;None;None;None;G;2600;2010
MERCEDES AMG;E 63 AMG BREAK BVA7;M10AMGVP000F010;ES;non;44;386;A 7;18,8;9,3;12,8;299;None;None;None;None;None;None;None;None;None;None;G;2600;2010
MERCEDES AMG;E 63 AMG BREAK BVA7;M10AMGVP000G011;ES;non;44;386;A 7;18,8;9,3;12,8;299;None;None;None;None;None;None;None;None;None;None;G;2600;2010
MERCEDES AMG;E 63 AMG BREAK BVA7;M10AMGVP000H012;ES;non;44;386;A 7;18,8;9,3;12,8;299;None;None;None;None;None;None;None;None;None;None;G;2600;2010
MERCEDES AMG;E 63 AMG BREAK BVA7;M10AMGVP000J013;ES;non;44;386;A 7;18,8;9,3;12,8;299;None;None;None;None;None;None;None;None;None;None;G;2600;2010
MERCEDES AMG;E 63 AMG BERLINE BVA7;M10AMGVP000J014;ES;non;44;386;A 7;18,7;9,1;12,6;295;None;None;None;None;None;None;None;None;None;None;G;2600;2010
MERCEDES AMG;E 63 AMG BERLINE BVA7;M10AMGVP000K015;ES;non;44;386;A 7;18,7;9,1;12,6;295;None;None;None;None;None;None;None;None;None;None;G;2600;2010
MERCEDES AMG;E 63 AMG BERLINE BVA7;M10AMGVP000L016;ES;non;44;386;A 7;18,7;9,1;12,6;295;None;None;None;None;None;None;None;None;None;None;G;2600;2010
MERCEDES AMG;E 63 AMG BERLINE BVA7;M10AMGVP000M017;ES;non;44;386;A 7;18,7;9,1;12,6;295;None;None;None;None;None;None;None;None;None;None;G;2600;2010
MERCEDES AMG;C63 AMG;M10AMGVP000N018;ES;non;37;336;A 7;20,9;9,2;13,4;319;None;None;None;None;None;None;None;None;None;None;G;2600;2010
MERCEDES AMG;C63 AMG;M10AMGVP000P019;ES;non;43;373;A 7;21,1;9,5;13,7;326;None;None;None;None;None;None;None;None;None;None;G;2600;2010
MERCEDES AMG;C63 AMG;M10AMGVP000P020;ES;non;40;358;A 7;20,9;9,2;13,4;319;None;None;None;None;None;None;None;None;None;None;G;2600;2010
MERCEDES AMG;C63 AMG;M10AMGVP000R021;ES;non;37;336;A 7;21,1;9,5;13,7;326;None;None;None;None;None;None;None;None;None;None;G;2600;2010
MERCEDES AMG;C63 AMG;M10AMGVP000R022;ES;non;43;373;A 7;21,3;9,7;13,9;331;None;None;None;None;None;None;None;None;None;None;G;2600;2010
MERCEDES AMG;C63 AMG;M10AMGVP000S023;ES;non;41;358;A 7;21,1;9,5;13,7;326;None;None;None;None;None;None;None;None;None;None;G;2600;2010
MERCEDES AMG;SLS;M10AMGVP000U025;ES;non;50;420;A 7;19,9;9,3;13,2;308;None;None;None;None;None;None;None;None;None;None;G;2600;2010
AUDI;A4 AVANT 2.0 TFSI (211ch);M10AUDVP0000256;ES;non;12;155;M 6;8,4;5,6;6,6;154;None;None;None;None;None;None;None;None;None;None;D;-;2010
AUDI;A5 CABRIOLET 1.8 TFSI (160ch);M10AUDVP0000414;ES;non;9;118;M 6;10;5,9;7,4;172;None;None;None;None;None;None;None;None;None;None;E;750;2010
AUDI;A3 1.8 TFSI (160ch) S TRONIC;M10AUDVP0000608;ES;non;9;118;A 7;8,5;5,2;6,5;149;None;None;None;None;None;None;None;None;None;None;D;-;2010
AUDI;A4 AVANT 2.0 TFSI (211ch)  QUATTRO S TRONIC;M10AUDVP0001257;ES;non;13;155;A 7;9,4;6,5;7,6;175;None;None;None;None;None;None;None;None;None;None;E;750;2010
AUDI;A5 CABRIOLET 1.8 TFSI (160ch);M10AUDVP0001415;ES;non;9;118;M 6;10;5,9;7,4;172;None;None;None;None;None;None;None;None;None;None;E;750;2010
AUDI;A4 2.0 TFSI (180ch);M10AUDVP0001512;ES;non;10;132;M 6;8,3;5,3;6,4;149;None;None;None;None;None;None;None;None;None;None;D;-;2010
AUDI;A3 1.8 TFSI (160ch);M10AUDVP0001609;ES;non;9;118;M 6;8,7;5,3;6,6;152;None;None;None;None;None;None;None;None;None;None;D;-;2010
AUDI;A4 AVANT 2.0 TFSI (211ch) QUATTRO  S TRONIC;M10AUDVP0002258;ES;non;13;155;A 7;9,4;6,5;7,6;175;None;None;None;None;None;None;None;None;None;None;E;750;2010
AUDI;A5 CABRIOLET 2.0 TFSI (180ch) MULTITRONIC;M10AUDVP0002416;ES;non;11;132;V 0;9,9;6;7,4;174;None;None;None;None;None;None;None;None;None;None;E;750;2010
AUDI;A3 1.8 TFSI (160ch);M10AUDVP0002610;ES;non;9;118;M 6;8,7;5,3;6,6;152;None;None;None;None;None;None;None;None;None;None;D;-;2010
AUDI;A3 2.0 TFSI (200ch) S TRONIC;M10AUDVP0003065;ES;non;12;147;A 6;9,8;5,7;7,2;166;None;None;None;None;None;None;None;None;None;None;E;750;2010
AUDI;A4 AVANT V6 3.2 FSI QUATTRO TIPTRONIC;M10AUDVP0003223;ES;non;17;195;M 6;13;6,8;9,1;216;None;None;None;None;None;None;None;None;None;None;F;1600;2010
AUDI;A5 1.8 TFSI (160 ch) MULTITRONIC;M10AUDVP0003320;ES;non;9;118;V 0;9,4;5,9;7,2;169;None;None;None;None;None;None;None;None;None;None;E;750;2010
AUDI;A5 CABRIOLET 2.0 TFSI (180ch) MULTITRONIC;M10AUDVP0003417;ES;non;11;132;V 0;9,9;6;7,4;174;None;None;None;None;None;None;None;None;None;None;E;750;2010
AUDI;A4 2.0 TFSI (180ch);M10AUDVP0003514;ES;non;10;132;M 6;8,3;5,3;6,4;149;None;None;None;None;None;None;None;None;None;None;D;-;2010
AUDI;A3 1.8 TFSI (160ch)  quattro;M10AUDVP0003611;ES;non;9;118;M 6;9,7;6;7,3;170;None;None;None;None;None;None;None;None;None;None;E;750;2010
AUDI;A3 2.0 TFSI (200ch) S TRONIC;M10AUDVP0004066;ES;non;12;147;A 6;9,8;5,7;7,2;166;None;None;None;None;None;None;None;None;None;None;E;750;2010
AUDI;A4 AVANT 2.0 TFSI (211ch)  QUATTRO;M10AUDVP0004260;ES;non;13;155;M 6;9,8;6,1;7,5;174;None;None;None;None;None;None;None;None;None;None;E;750;2010
AUDI;A5 1.8 TFSI (160 ch) MULTITRONIC;M10AUDVP0004321;ES;non;9;118;V 0;9,4;5,9;7,2;169;None;None;None;None;None;None;None;None;None;None;E;750;2010
AUDI;A5 CABRIOLET 2.0 TFSI (180ch) MULTITRONIC;M10AUDVP0004418;ES;non;11;132;V 0;9,9;6;7,4;174;None;None;None;None;None;None;None;None;None;None;E;750;2010
AUDI;A4 2.0 TFSI (211ch)  MULTITRONIC;M10AUDVP0004515;ES;non;12;155;V 0;9,4;5,7;7,1;167;None;None;None;None;None;None;None;None;None;None;E;750;2010
AUDI;A3 1.8 TFSI (160ch)  quattro;M10AUDVP0004612;ES;non;9;118;M 6;9,7;6;7,3;170;None;None;None;None;None;None;None;None;None;None;E;750;2010
AUDI;A3 CABRIOLET 1.2 TFSI (105ch);M10AUDVP0004939;ES;non;6;77;M 6;7;5;5,7;132;None;None;None;None;None;None;None;None;None;None;C;-;2010
AUDI;A3 2.0 TFSI (200ch);M10AUDVP0005067;ES;non;12;147;M 6;9,8;5,5;7,1;164;None;None;None;None;None;None;None;None;None;None;E;750;2010
AUDI;A4 AVANT V6 3.2 FSI QUATTRO TIPTRONIC;M10AUDVP0005225;ES;non;17;195;M 6;13;6,8;9,1;216;None;None;None;None;None;None;None;None;None;None;F;1600;2010
AUDI;A5 1.8 TFSI (160 ch) MULTITRONIC;M10AUDVP0005322;ES;non;9;118;V 0;9,4;5,9;7,2;169;None;None;None;None;None;None;None;None;None;None;E;750;2010
AUDI;A5 CABRIOLET 2.0 TFSI (211ch) MULTITRONIC;M10AUDVP0005419;ES;non;13;155;V 0;9,9;6;7,4;174;None;None;None;None;None;None;None;None;None;None;E;750;2010
AUDI;A4 2.0 TFSI (211ch)  MULTITRONIC;M10AUDVP0005516;ES;non;12;155;V 0;9,4;5,7;7,1;167;None;None;None;None;None;None;None;None;None;None;E;750;2010
AUDI;A3 CABRIOLET 1.2 TFSI (105ch);M10AUDVP0005940;ES;non;6;77;M 6;7;5;5,7;132;None;None;None;None;None;None;None;None;None;None;C;-;2010
AUDI;A3 2.0 TFSI (200ch);M10AUDVP0006068;ES;non;12;147;M 6;9,8;5,5;7,1;164;None;None;None;None;None;None;None;None;None;None;E;750;2010
AUDI;A4 AVANT 2.0 TFSI (211ch) QUATTRO;M10AUDVP0006262;ES;non;13;155;M 6;9,8;6,1;7,5;174;None;None;None;None;None;None;None;None;None;None;E;750;2010
AUDI;A5 1.8 TFSI (160 ch);M10AUDVP0006323;ES;non;9;118;M 6;9,5;5,6;7,1;164;None;None;None;None;None;None;None;None;None;None;E;750;2010
AUDI;A5 CABRIOLET 2.0 TFSI (211ch) MULTITRONIC;M10AUDVP0006420;ES;non;13;155;V 0;9,9;6;7,4;174;None;None;None;None;None;None;None;None;None;None;E;750;2010
AUDI;A3 2.0 TFSI (200ch) QUATTRO S TRONIC;M10AUDVP0007069;ES;non;12;147;A 6;9,9;6,1;7,5;174;None;None;None;None;None;None;None;None;None;None;E;750;2010
AUDI;A5 1.8 TFSI (160 ch);M10AUDVP0007324;ES;non;9;118;M 6;9,5;5,6;7,1;164;None;None;None;None;None;None;None;None;None;None;E;750;2010
AUDI;A5 CABRIOLET 2.0 TFSI (211ch) MULTITRONIC;M10AUDVP0007421;ES;non;13;155;V 0;9,9;6;7,4;174;None;None;None;None;None;None;None;None;None;None;E;750;2010
AUDI;A4 2.0 TFSI (211ch);M10AUDVP0007518;ES;non;12;155;M 6;8,3;5,3;6,4;149;None;None;None;None;None;None;None;None;None;None;D;-;2010
AUDI;A3 2.0 TFSI (200ch) QUATTRO S TRONIC;M10AUDVP0008070;ES;non;12;147;A 6;9,9;6,1;7,5;174;None;None;None;None;None;None;None;None;None;None;E;750;2010
AUDI;A3 SPORTBACK 2.0 TFSI (200ch) S TRONIC;M10AUDVP0008131;ES;non;12;147;A 6;9,8;5,7;7,2;166;None;None;None;None;None;None;None;None;None;None;E;750;2010
AUDI;A5 1.8 TFSI (160 ch);M10AUDVP0008325;ES;non;9;118;M 6;9,5;5,6;7,1;164;None;None;None;None;None;None;None;None;None;None;E;750;2010
AUDI;A3 SPORTBACK 2.0 TFSI (200ch) S TRONIC;M10AUDVP0009132;ES;non;12;147;A 6;9,8;5,7;7,2;166;None;None;None;None;None;None;None;None;None;None;E;750;2010
AUDI;A5 2.0 TFSI (180ch) MULTITRONIC;M10AUDVP0009326;ES;non;10;132;V 0;9,4;5,7;7,1;167;None;None;None;None;None;None;None;None;None;None;E;750;2010
AUDI;A5 CABRIOLET 2.0 TFSI (211ch);M10AUDVP0009423;ES;non;12;155;M 6;9,1;5,4;6,8;156;None;None;None;None;None;None;None;None;None;None;D;200;2010
AUDI;A4 2.0 TFSI (211ch);M10AUDVP0009520;ES;non;12;155;M 6;8,3;5,3;6,4;149;None;None;None;None;None;None;None;None;None;None;D;-;2010
AUDI;A3 SPORTBACK 2.0 TFSI (200 ch);M10AUDVP000A133;ES;non;12;147;M 6;9,9;5,6;7,2;167;None;None;None;None;None;None;None;None;None;None;E;750;2010
AUDI;A5 2.0 TFSI (180ch) MULTITRONIC;M10AUDVP000A327;ES;non;10;132;V 0;9,4;5,7;7,1;167;None;None;None;None;None;None;None;None;None;None;E;750;2010
AUDI;A5 SPORTBACK V6 3.2 FSI (265ch) QUATTRO S TRONIC;M10AUDVP000A557;ES;non;17;195;A 7;13,5;6,8;9,3;216;None;None;None;None;None;None;None;None;None;None;F;1600;2010
AUDI;A3 SPORTBACK 2.0 TFSI (200 ch);M10AUDVP000B134;ES;non;12;147;M 6;9,9;5,6;7,2;167;None;None;None;None;None;None;None;None;None;None;E;750;2010
AUDI;A5 V6 3.2 FSI MULTITRONIC (265ch);M10AUDVP000B292;ES;non;17;195;V 0;11,6;6,2;8,2;192;None;None;None;None;None;None;None;None;None;None;E;750;2010
AUDI;A5 2.0 TFSI (180ch) MULTITRONIC;M10AUDVP000B328;ES;non;10;132;V 0;9,4;5,7;7,1;167;None;None;None;None;None;None;None;None;None;None;E;750;2010
AUDI;A5 CABRIOLET 2.0 TFSI (211ch);M10AUDVP000B425;ES;non;12;155;M 6;9,1;5,4;6,8;156;None;None;None;None;None;None;None;None;None;None;D;200;2010
AUDI;A4 V6 3.2 FSI QUATTRO TIPTRONIC;M10AUDVP000B486;ES;non;17;195;A 6;13,1;7;9,3;215;None;None;None;None;None;None;None;None;None;None;F;1600;2010
AUDI;A5 SPORTBACK V6 3.2 FSI (265ch) QUATTRO S TRONIC;M10AUDVP000B558;ES;non;17;195;A 7;13,5;6,8;9,3;216;None;None;None;None;None;None;None;None;None;None;F;1600;2010
AUDI;A3 SPORTBACK 1.4 TFSI (125ch) S TRONIC;M10AUDVP000B619;ES;non;7;92;A 7;6,6;4,8;5,5;127;None;None;None;None;None;None;None;None;None;None;C;-;2010
AUDI;A5 SPORTBACK 2.0 TFSI (211ch) QUATTRO;M10AUDVP000B680;ES;non;13;155;M 6;9,8;5,9;7,3;172;None;None;None;None;None;None;None;None;None;None;E;750;2010
AUDI;A3 SPORTBACK 2.0 TFSI (200ch) QUATTRO S TRONIC;M10AUDVP000C135;ES;non;12;147;A 6;10;6,2;7,6;176;None;None;None;None;None;None;None;None;None;None;E;750;2010
AUDI;A5 SPORTBACK V6 3.2 FSI (265ch) QUATTRO S TRONIC;M10AUDVP000C559;ES;non;17;195;A 7;13,5;6,8;9,3;216;None;None;None;None;None;None;None;None;None;None;F;1600;2010
AUDI;A5 SPORTBACK 2.0 TFSI (180ch);M10AUDVP000C584;ES;non;10;132;M 6;8,4;5,4;6,5;152;None;None;None;None;None;None;None;None;None;None;D;-;2010
AUDI;A3 SPORTBACK 1.4 TFSI (125ch) S TRONIC;M10AUDVP000C620;ES;non;7;92;A 7;6,6;4,8;5,5;127;None;None;None;None;None;None;None;None;None;None;C;-;2010
AUDI;A3 SPORTBACK 2.0 TFSI (200ch) QUATTRO S TRONIC;M10AUDVP000D136;ES;non;12;147;A 6;10;6,2;7,6;176;None;None;None;None;None;None;None;None;None;None;E;750;2010
AUDI;A5 V6 3.2 FSI (265ch) QUATTRO TIPTRONIC;M10AUDVP000D294;ES;non;17;195;A 6;13;6,9;9,2;213;None;None;None;None;None;None;None;None;None;None;F;1600;2010
AUDI;A5 2.0 TFSI (180ch);M10AUDVP000D330;ES;non;10;132;M 6;8,3;5,3;6,4;149;None;None;None;None;None;None;None;None;None;None;D;-;2010
AUDI;A5 CABRIOLET 2.0 TFSI (211ch);M10AUDVP000D427;ES;non;12;155;M 6;9,1;5,4;6,8;156;None;None;None;None;None;None;None;None;None;None;D;200;2010
AUDI;A4 V6 3.2 FSI QUATTRO;M10AUDVP000D488;ES;non;17;195;M 6;13,4;6,7;9,1;214;None;None;None;None;None;None;None;None;None;None;F;1600;2010
AUDI;A4 2.0 TFSI (211ch) QUATTRO;M10AUDVP000D524;ES;non;12;155;M 6;9,7;5,8;7,3;169;None;None;None;None;None;None;None;None;None;None;E;750;2010
AUDI;A5 SPORTBACK 2.0 TFSI (180ch);M10AUDVP000D585;ES;non;10;132;M 6;8,4;5,4;6,5;152;None;None;None;None;None;None;None;None;None;None;D;-;2010
AUDI;A5 SPORTBACK 2.0 TFSI (211ch) QUATTRO;M10AUDVP000D682;ES;non;13;155;M 6;9,8;5,9;7,3;172;None;None;None;None;None;None;None;None;None;None;E;750;2010
AUDI;A3 1.4 TFSI (125ch);M10AUDVP000E040;ES;non;7;92;M 6;7,3;4,8;5,7;132;None;None;None;None;None;None;None;None;None;None;C;-;2010
AUDI;A5 SPORTBACK 2.0 TFSI (180ch);M10AUDVP000E586;ES;non;10;132;M 6;8,4;5,4;6,5;152;None;None;None;None;None;None;None;None;None;None;D;-;2010
AUDI;A4 AVANT 1.8 TFSI (120ch) MULTITRONIC;M10AUDVP000F235;ES;non;7;88;V 0;9,6;6,3;7,5;174;None;None;None;None;None;None;None;None;None;None;E;750;2010
AUDI;A5 V6 3.2 FSI (265ch) QUATTRO TIPTRONIC;M10AUDVP000F296;ES;non;17;195;A 6;13;6,9;9,2;213;None;None;None;None;None;None;None;None;None;None;F;1600;2010
AUDI;A5 2.0 TFSI (180ch);M10AUDVP000F332;ES;non;10;132;M 6;8,3;5,3;6,4;149;None;None;None;None;None;None;None;None;None;None;D;-;2010
AUDI;A4 V6 3.2 FSI QUATTRO;M10AUDVP000F490;ES;non;17;195;M 6;13,4;6,7;9,1;214;None;None;None;None;None;None;None;None;None;None;F;1600;2010
AUDI;A4 2.0 TFSI (211ch) QUATTRO;M10AUDVP000F526;ES;non;12;155;M 6;9,7;5,8;7,3;169;None;None;None;None;None;None;None;None;None;None;E;750;2010
AUDI;A5 SPORTBACK 2.0 TFSI (211ch) QUATTRO;M10AUDVP000F684;ES;non;13;155;M 6;9,8;5,9;7,3;172;None;None;None;None;None;None;None;None;None;None;E;750;2010
AUDI;A3 1.4 TFSI (125ch);M10AUDVP000G042;ES;non;7;92;M 6;7,3;4,8;5,7;132;None;None;None;None;None;None;None;None;None;None;C;-;2010
AUDI;A4 AVANT 1.8 TFSI (120ch) MULTITRONIC;M10AUDVP000G236;ES;non;7;88;V 0;9,6;6,3;7,5;174;None;None;None;None;None;None;None;None;None;None;E;750;2010
AUDI;A5 CABRIOLET 2.0 TFSI (211ch) QUATTRO S TRONIC;M10AUDVP000G660;ES;non;13;155;A 7;9,5;6,6;7,7;179;None;None;None;None;None;None;None;None;None;None;E;750;2010
AUDI;S3 2.0 TFSI (265ch) QUATTRO S TRONIC;M10AUDVP000H079;ES;non;17;195;A 6;11,1;6,7;8,3;193;None;None;None;None;None;None;None;None;None;None;E;750;2010
AUDI;A3 SPORTBACK 1.4 TFSI (125ch);M10AUDVP000H104;ES;non;7;92;M 6;7,3;4,9;5,8;134;None;None;None;None;None;None;None;None;None;None;C;-;2010
AUDI;A4 AVANT 1.8 TFSI (120ch);M10AUDVP000H237;ES;non;7;88;M 6;9,6;5,8;7,2;169;None;None;None;None;None;None;None;None;None;None;E;750;2010
AUDI;A5 2.0 TFSI (180ch);M10AUDVP000H334;ES;non;10;132;M 6;8,3;5,3;6,4;149;None;None;None;None;None;None;None;None;None;None;D;-;2010
AUDI;A5 CABRIOLET 2.0 TFSI (211ch) QUATTRO S TRONIC;M10AUDVP000H661;ES;non;13;155;A 7;9,5;6,6;7,7;179;None;None;None;None;None;None;None;None;None;None;E;750;2010
AUDI;S3 2.0 TFSI (265ch) QUATTRO S TRONIC;M10AUDVP000J080;ES;non;17;195;A 6;11,1;6,7;8,3;193;None;None;None;None;None;None;None;None;None;None;E;750;2010
AUDI;S3 2.0 TFSI (265ch) QUATTRO;M10AUDVP000J081;ES;non;17;195;M 6;11,8;6,6;8,5;198;None;None;None;None;None;None;None;None;None;None;E;1600;2010
AUDI;A3 SPORTBACK 1.4 TFSI (125ch);M10AUDVP000J106;ES;non;7;92;M 6;7,3;4,9;5,8;134;None;None;None;None;None;None;None;None;None;None;C;-;2010
AUDI;A4 AVANT 1.8 TFSI (120ch);M10AUDVP000J238;ES;non;7;88;M 6;9,6;5,8;7,2;169;None;None;None;None;None;None;None;None;None;None;E;750;2010
AUDI;A4 AVANT 1.8 TFSI (160ch) MULTITRONIC;M10AUDVP000J239;ES;non;10;118;V 0;9,6;6,3;7,5;174;None;None;None;None;None;None;None;None;None;None;E;750;2010
AUDI;A5 V6 3.2 FSI (265ch) QUATTRO;M10AUDVP000J300;ES;non;17;195;M 6;13,4;6,7;9,1;214;None;None;None;None;None;None;None;None;None;None;F;1600;2010
AUDI;A5 2.0 TFSI (211ch) MULTITRONIC;M10AUDVP000J335;ES;non;12;155;V 0;9,4;5,7;7,1;167;None;None;None;None;None;None;None;None;None;None;E;750;2010
AUDI;A5 2.0 TFSI (211ch) MULTITRONIC;M10AUDVP000J336;ES;non;12;155;V 0;9,4;5,7;7,1;167;None;None;None;None;None;None;None;None;None;None;E;750;2010
AUDI;A5 SPORTBACK 2.0 TFSI (180ch) MULTITRONIC;M10AUDVP000J566;ES;non;11;132;V 0;9,5;5,8;7,2;169;None;None;None;None;None;None;None;None;None;None;E;750;2010
AUDI;A3 CABRIOLET 1.8 (160 ch) TFSI S TRONIC;M10AUDVP000J591;ES;non;9;118;A 7;8,7;5,4;6,6;154;None;None;None;None;None;None;None;None;None;None;D;-;2010
AUDI;A5 CABRIOLET 2.0 TFSI (211ch) QUATTRO S TRONIC;M10AUDVP000J662;ES;non;13;155;A 7;9,5;6,6;7,7;179;None;None;None;None;None;None;None;None;None;None;E;750;2010
AUDI;S3 2.0 TFSI (265ch) QUATTRO;M10AUDVP000K082;ES;non;17;195;M 6;11,8;6,6;8,5;198;None;None;None;None;None;None;None;None;None;None;E;1600;2010
AUDI;A4 AVANT 1.8 TFSI (160ch) MULTITRONIC;M10AUDVP000K240;ES;non;10;118;V 0;9,6;6,3;7,5;174;None;None;None;None;None;None;None;None;None;None;E;750;2010
AUDI;A5 2.0 TFSI (211ch) MULTITRONIC;M10AUDVP000K337;ES;non;12;155;V 0;9,4;5,7;7,1;167;None;None;None;None;None;None;None;None;None;None;E;750;2010
AUDI;A5 SPORTBACK 2.0 TFSI (180ch) MULTITRONIC;M10AUDVP000K567;ES;non;11;132;V 0;9,5;5,8;7,2;169;None;None;None;None;None;None;None;None;None;None;E;750;2010
AUDI;A3 CABRIOLET 1.8 (160 ch) TFSI S TRONIC;M10AUDVP000K592;ES;non;9;118;A 7;8,7;5,4;6,6;154;None;None;None;None;None;None;None;None;None;None;D;-;2010
AUDI;A4 AVANT 1.8 TFSI (160ch);M10AUDVP000L241;ES;non;9;118;M 6;9,6;5,8;7,2;169;None;None;None;None;None;None;None;None;None;None;E;750;2010
AUDI;A5 V6 3.2 FSI (265ch) QUATTRO;M10AUDVP000L302;ES;non;17;195;M 6;13,4;6,7;9,1;214;None;None;None;None;None;None;None;None;None;None;F;1600;2010
AUDI;A5 SPORTBACK 2.0 TFSI (180ch) MULTITRONIC;M10AUDVP000L568;ES;non;11;132;V 0;9,5;5,8;7,2;169;None;None;None;None;None;None;None;None;None;None;E;750;2010
AUDI;A3 CABRIOLET 1.8 (160 ch) TFSI;M10AUDVP000L593;ES;non;9;118;M 6;8,9;5,5;6,7;156;None;None;None;None;None;None;None;None;None;None;D;200;2010
AUDI;A4 AVANT 1.8 TFSI (160ch);M10AUDVP000M242;ES;non;9;118;M 6;9,6;5,8;7,2;169;None;None;None;None;None;None;None;None;None;None;E;750;2010
AUDI;A5 2.0 TFSI (211ch);M10AUDVP000M339;ES;non;12;155;M 6;8,3;5,3;6,4;149;None;None;None;None;None;None;None;None;None;None;D;-;2010
AUDI;A5 SPORTBACK 2.0 TFSI (211ch);M10AUDVP000M569;ES;non;12;155;M 6;8,4;5,4;6,5;152;None;None;None;None;None;None;None;None;None;None;D;-;2010
AUDI;A3 CABRIOLET 1.8 (160 ch) TFSI;M10AUDVP000M594;ES;non;9;118;M 6;8,9;5,5;6,7;156;None;None;None;None;None;None;None;None;None;None;D;200;2010
AUDI;A4 AVANT 1.8 TFSI (160ch) QUATTRO;M10AUDVP000N243;ES;non;10;118;M 6;10,3;6,2;7,7;179;None;None;None;None;None;None;None;None;None;None;E;750;2010
AUDI;A5 V6 3.2 FSI (265ch) QUATTRO;M10AUDVP000N304;ES;non;17;195;M 6;13,4;6,7;9,1;214;None;None;None;None;None;None;None;None;None;None;F;1600;2010
AUDI;A5 CABRIOLET V6 3.2 FSI (265ch) MULTITRONIC;M10AUDVP000N401;ES;non;17;195;V 0;12,1;6,5;8,6;199;None;None;None;None;None;None;None;None;None;None;E;1600;2010
