lib_mrq_utac;lib_mod;cnit;cod_cbr;hybride;puiss_admin_98;puiss_max;typ_boite_nb_rapp;conso_urb;conso_exurb;conso_mixte;co2;co_typ_1;hc;nox;hcnox;ptcl;masse_ordma_min;masse_ordma_max;champ_v9;carrosserie;gamme;etiq_energ;bonus_malus;annee_df
ALFA-ROMEO;156 2.4 JTD (175ch);MAL5702E2560;GO;non;10;129.0;M 6;8.8;5.3;6.6;175;None;None;None;None;None;None;None;None;None;None;None;None;2006
ALFA-ROMEO;156 GTA;MAL1902EC587;ES;non;18;184.0;M 6;18.1;8.6;12.1;287;None;None;None;None;None;None;None;None;None;None;None;None;2006
ALFA-ROMEO;156 GTA SELESPEED;MAL1902ED588;ES;non;18;184.0;M 6;18.1;8.6;12.1;287;None;None;None;None;None;None;None;None;None;None;None;None;2006
ALFA-ROMEO;156 SW 1.6L TS;MAL1404E8568;ES;non;8;88.0;M 5;11.5;6.5;8.3;198;None;None;None;None;None;None;None;None;None;None;None;None;2006
ALFA-ROMEO;156 SW 1.8L TS;MAL1604EQ566;ES;non;9;103.0;M 5;12.2;6.5;8.6;205;None;None;None;None;None;None;None;None;None;None;None;None;2006
ALFA-ROMEO;156 SW 1.9 JTD (115ch);MAL5404EG564;GO;non;7;85.0;M 5;7.9;4.9;6.0;160;None;None;None;None;None;None;None;None;None;None;None;None;2006
ALFA-ROMEO;156 SW 1.9 JTD (126ch);MAL5504E3577;GO;non;7;93.0;M 6;8.2;4.8;6.1;161;None;None;None;None;None;None;None;None;None;None;None;None;2006
ALFA-ROMEO;156 SW 1.9 JTD (150ch);MAL5604E3592;GO;non;9;110.0;M 6;8.2;4.8;6.1;161;None;None;None;None;None;None;None;None;None;None;None;None;2006
ALFA-ROMEO;156 SW 2.0L JTS;MAL1704E4570;ES;non;11;122.0;M 5;12.5;6.8;8.9;212;None;None;None;None;None;None;None;None;None;None;None;None;2006
ALFA-ROMEO;156 SW 2.0L JTS SELESPEED;MAL1704E6572;ES;non;11;122.0;M 5;12.5;6.8;8.9;212;None;None;None;None;None;None;None;None;None;None;None;None;2006
ALFA-ROMEO;156 SW 2.4 JTD (175ch);MAL5704EL575;GO;non;10;129.0;M 6;8.9;5.5;6.7;178;None;None;None;None;None;None;None;None;None;None;None;None;2006
ALFA-ROMEO;156 SW CROSSWAGON Q4;MAL6604L7586;GO;non;9;110.0;M 6;9.3;5.8;7.1;188;None;None;None;None;None;None;None;None;None;None;None;None;2006
ALFA-ROMEO;156 SW GTA;MAL1904EJ590;ES;non;18;184.0;M 6;18.4;8.8;12.3;293;None;None;None;None;None;None;None;None;None;None;None;None;2006
ALFA-ROMEO;156 SW GTA SELESPEED;MAL1904EK591;ES;non;18;184.0;M 6;18.4;8.8;12.3;293;None;None;None;None;None;None;None;None;None;None;None;None;2006
ALFA-ROMEO;156 SW Q4;MAL6604E7593;GO;non;9;110.0;M 6;8.9;5.6;6.8;181;None;None;None;None;None;None;None;None;None;None;None;None;2006
ALFA-ROMEO;159 1.9 JTD (120ch);MAL5402MK625;GO;non;7;88.0;M 6;7.8;4.9;5.9;157;None;None;None;None;None;None;None;None;None;None;None;None;2006
ALFA-ROMEO;159 1.9 JTD (150ch);MAL5602M1622;GO;non;9;110.0;M 6;8.1;4.8;6.0;159;None;None;None;None;None;None;None;None;None;None;None;None;2006
ALFA-ROMEO;159 1.9L JTS;MAL1702MY621;ES;non;10;118.0;M 6;12.2;6.6;8.7;205;None;None;None;None;None;None;None;None;None;None;None;None;2006
ALFA-ROMEO;159 2.2L JTS;MAL1802MB624;ES;non;12;136.0;M 6;13.0;7.3;9.4;221;None;None;None;None;None;None;None;None;None;None;None;None;2006
ALFA-ROMEO;159 2.4JTD;MAL5802MM623;GO;non;12;147.0;M 6;9.2;5.4;6.8;179;None;None;None;None;None;None;None;None;None;None;None;None;2006
ALFA-ROMEO;159 3.2L V6 JTS Q4;MAL2902MY634;ES;non;18;191.0;M 6;16.9;8.4;11.5;273;None;None;None;None;None;None;None;None;None;None;None;None;2006
ALFA-ROMEO;166 2.0L TS;MAL1602G2580;ES;non;10;110.0;M 6;13.8;7.3;9.7;230;None;None;None;None;None;None;None;None;None;None;None;None;2006
ALFA-ROMEO;166 2.4 JTD (150ch);MAL5602GF581;GO;non;9;110.0;M 6;10.4;5.8;7.5;199;None;None;None;None;None;None;None;None;None;None;None;None;2006
ALFA-ROMEO;166 2.4 JTD (175ch);MAL5702G2583;GO;non;11;129.0;M 6;9.9;6.1;7.5;198;None;None;None;None;None;None;None;None;None;None;None;None;2006
ALFA-ROMEO;166 2.4 JTD (175ch) SPORTRONIC;MAL7702G9584;GO;non;12;129.0;A 5;12.1;6.9;8.9;235;None;None;None;None;None;None;None;None;None;None;None;None;2006
ALFA-ROMEO;166 3.0L V6 SPORTRONIC;MAL3902GB578;ES;non;16;162.0;A 4;19.4;9.3;13.0;310;None;None;None;None;None;None;None;None;None;None;None;None;2006
ALFA-ROMEO;166 3.2L V6;MAL1902G9582;ES;non;17;176.5;M 6;18.3;9.1;12.5;297;None;None;None;None;None;None;None;None;None;None;None;None;2006
ALFA-ROMEO;GT 1.8L;MAL1601K6510;ES;non;9;103.0;M 5;12.1;6.4;8.5;202;None;None;None;None;None;None;None;None;None;None;None;None;2006
ALFA-ROMEO;GT COUPE 2.0L JTS;MAL1701K6500;ES;non;11;122.0;M 5;12.2;6.7;8.7;207;None;None;None;None;None;None;None;None;None;None;None;None;2006
ALFA-ROMEO;GT COUPE 2.0L JTS SELESPEED;MAL1701K5499;ES;non;11;122.0;M 5;12.2;6.7;8.7;207;None;None;None;None;None;None;None;None;None;None;None;None;2006
ALFA-ROMEO;GT COUPE 3.2L;MAL1901KS502;ES;non;17;176.5;M 6;18.6;8.7;12.4;295;None;None;None;None;None;None;None;None;None;None;None;None;2006
ALFA-ROMEO;GT COUPE JTD (150ch) M JET;MAL5601K5630;GO;non;9;110.0;M 6;8.5;4.9;6.2;165;None;None;None;None;None;None;None;None;None;None;None;None;2006
ALFA-ROMEO;GTV 2.0L JTS;MAL1701H0436;ES;non;11;122.0;M 5;13.3;6.8;9.2;220;None;None;None;None;None;None;None;None;None;None;None;None;2006
ALFA-ROMEO;GTV 2.0L TS;MAL1601HP435;ES;non;10;110.0;M 5;13.3;6.8;9.2;220;None;None;None;None;None;None;None;None;None;None;None;None;2006
ALFA-ROMEO;GTV 3.2L V6 24V;MAL1901HM438;ES;non;18;176.5;M 6;19.9;9.3;13.2;315;None;None;None;None;None;None;None;None;None;None;None;None;2006
ALFA-ROMEO;SPIDER 2.0L JTS;MAL1705FB441;ES;non;11;122.0;M 5;13.3;6.8;9.2;220;None;None;None;None;None;None;None;None;None;None;None;None;2006
ALFA-ROMEO;SPIDER 2.0L TS;MAL1605F0440;ES;non;10;110.0;M 5;13.3;6.8;9.2;220;None;None;None;None;None;None;None;None;None;None;None;None;2006
ALFA-ROMEO;SPIDER 3.2L V6 24V;MAL1905FW442;ES;non;18;176.5;M 6;19.9;9.3;13.2;315;None;None;None;None;None;None;None;None;None;None;None;None;2006
ASTON MARTIN;DB9 VOLANTE/COUPE;MAM1901JN109;ES;non;39;336.0;M 6;26.4;12.8;17.8;421;None;None;None;None;None;None;None;None;None;None;None;None;2006
ASTON MARTIN;DB9 VOLANTE/COUPE;MAM1901JP110;ES;non;39;336.0;M 6;26.4;12.8;17.8;421;None;None;None;None;None;None;None;None;None;None;None;None;2006
ASTON MARTIN;DB9 VOLANTE/COUPE;MAM1905JX111;ES;non;39;336.0;M 6;26.4;12.8;17.8;421;None;None;None;None;None;None;None;None;None;None;None;None;2006
ASTON MARTIN;DB9 VOLANTE/COUPE;MAM1905JY112;ES;non;39;336.0;M 6;26.4;12.8;17.8;421;None;None;None;None;None;None;None;None;None;None;None;None;2006
ASTON MARTIN;DB9 VOLANTE/COUPE BVA;MAM3901J0105;ES;non;39;336.0;A 6;24.9;11.7;16.5;394;None;None;None;None;None;None;None;None;None;None;None;None;2006
ASTON MARTIN;DB9 VOLANTE/COUPE BVA;MAM3901J1106;ES;non;39;336.0;A 6;24.9;11.7;16.5;394;None;None;None;None;None;None;None;None;None;None;None;None;2006
ASTON MARTIN;DB9 VOLANTE/COUPE BVA;MAM3905JA107;ES;non;39;336.0;A 6;24.9;11.7;16.5;394;None;None;None;None;None;None;None;None;None;None;None;None;2006
ASTON MARTIN;DB9 VOLANTE/COUPE BVA;MAM3905JB108;ES;non;39;336.0;A 6;24.9;11.7;16.5;394;None;None;None;None;None;None;None;None;None;None;None;None;2006
ASTON MARTIN;V12 VANQUISH S;MAM1901GC101;ES;non;48;388.0;M 6;28.2;13.4;18.9;448;None;None;None;None;None;None;None;None;None;None;None;None;2006
ASTON MARTIN;V12 VANQUISH S;MAM1901GD102;ES;non;48;388.0;M 6;28.2;13.4;18.9;448;None;None;None;None;None;None;None;None;None;None;None;None;2006
ASTON MARTIN;V12 VANQUISH S;MAM1901GE103;ES;non;48;388.0;M 6;28.2;13.4;18.9;448;None;None;None;None;None;None;None;None;None;None;None;None;2006
ASTON MARTIN;V12 VANQUISH S;MAM1901GF104;ES;non;48;388.0;M 6;28.2;13.4;18.9;448;None;None;None;None;None;None;None;None;None;None;None;None;2006
ASTON MARTIN;VANTAGE;MAM1901CK113;ES;non;32;283.0;M 6;25.2;12.5;17.2;406;None;None;None;None;None;None;None;None;None;None;None;None;2006
ASTON MARTIN;VANTAGE;MAM1901CL114;ES;non;32;283.0;M 6;25.2;12.5;17.2;406;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A3 1.6L (102ch);MAU13E1GJ481;ES;non;6;75.0;M 5;9.6;5.5;7.0;168;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A3 1.6L (102ch);MAU13E1GL483;ES;non;7;75.0;M 5;9.8;5.7;7.2;173;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A3 1.6L (102ch) TIPTRONIC;MAU33E1GB471;ES;non;7;75.0;A 6;10.9;5.6;7.6;182;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A3 1.6L (102ch) TIPTRONIC;MAU33E1GC472;ES;non;7;75.0;A 6;11.2;5.8;7.8;187;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A3 1.6L FSI (115ch);MAU14E1GJ541;ES;non;7;85.0;M 6;8.8;5.3;6.6;158;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A3 1.6L FSI (115ch);MAU14E1GK542;ES;non;7;85.0;M 6;8.9;5.4;6.7;161;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A3 1.9TDI (105ch);MAU53E1G8491;GO;non;6;77.0;M 5;6.3;4.1;4.9;132;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A3 1.9TDI (105ch);MAU53E1GA493;GO;non;6;77.0;M 5;6.9;4.4;5.3;143;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A3 2.0L FSI (150ch);MAU16E1G5561;ES;non;9;110.0;M 6;10.0;5.5;7.2;173;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A3 2.0L FSI (150ch);MAU16E1G7563;ES;non;9;110.0;M 6;10.5;5.9;7.6;182;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A3 2.0L FSI (150ch) TIPTRONIC;MAU36E1GX551;ES;non;9;110.0;A 6;11.5;6.0;8.0;192;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A3 2.0L FSI (150ch) TIPTRONIC;MAU36E1GZ553;ES;non;9;110.0;A 6;11.7;6.2;8.2;197;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A3 2.0L TFSI (200ch) DSG;MAU38E1GJ401;ES;non;12;147.0;A 6;10.6;6.0;7.7;185;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A3 2.0L TFSI (200ch) DSG;MAU38E1GJ402;ES;non;12;147.0;A 6;10.7;6.1;7.8;187;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A3 2.0L TFSI (200ch) QUATTRO;MAU18E1GQ411;ES;non;12;147.0;M 6;10.8;5.9;7.7;185;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A3 2.0L TFSI (200ch) QUATTRO;MAU18E1GS413;ES;non;12;147.0;M 6;10.9;6.2;7.9;190;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A3 2.0TDI (136ch);MAU55C1G9273;GO;non;7;100.0;M 6;6.7;4.6;5.4;140;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A3 2.0TDI (136ch);MAU55C1GA274;GO;non;7;100.0;M 6;6.8;4.7;5.5;142;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A3 2.0TDI (140ch);MAU56E1G5521;GO;non;8;103.0;M 6;7.2;4.6;5.5;148;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A3 2.0TDI (140ch);MAU56E1G6522;GO;non;8;103.0;M 6;7.3;4.7;5.6;150;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A3 2.0TDI (140ch) DSG;MAU76E1G2613;GO;non;8;103.0;A 6;7.0;4.6;5.5;149;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A3 2.0TDI (140ch) DSG;MAU76E1G4069;GO;non;8;103.0;A 6;7.5;4.8;5.8;157;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A3 2.0TDI (140ch) QUATTRO;MAU66C1GJ536;GO;non;8;103.0;M 6;7.7;4.9;5.9;158;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A3 2.0TDI (140ch) QUATTRO;MAU66C1GK537;GO;non;8;103.0;M 6;7.8;5.0;6.0;161;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A3 SPORTBACK 1.6L (102ch);MAU13E2G0485;ES;non;7;75.0;M 5;9.8;5.7;7.2;173;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A3 SPORTBACK 1.6L (102ch);MAU13E2GP484;ES;non;7;75.0;M 5;9.7;5.6;7.1;170;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A3 SPORTBACK 1.6L (102ch) TIPTRONIC;MAU33E2GF473;ES;non;7;75.0;A 6;10.9;5.6;7.6;182;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A3 SPORTBACK 1.6L (102ch) TIPTRONIC;MAU33E2GH475;ES;non;7;75.0;A 6;11.5;6.0;8.0;192;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A3 SPORTBACK 1.6L FSI (115ch);MAU14E2GN543;ES;non;7;85.0;M 6;8.8;5.3;6.6;158;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A3 SPORTBACK 1.6L FSI (115ch);MAU14E2GP544;ES;non;7;85.0;M 6;8.9;5.4;6.7;161;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A3 SPORTBACK 1.9TDI (105ch);MAU53E2GD494;GO;non;6;77.0;M 5;6.6;4.2;5.1;138;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A3 SPORTBACK 1.9TDI (105ch);MAU53E2GE495;GO;non;6;77.0;M 5;6.9;4.4;5.3;143;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A3 SPORTBACK 2.0L FSI (150ch);MAU16E2GA564;ES;non;9;110.0;M 6;10.0;5.5;7.2;173;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A3 SPORTBACK 2.0L FSI (150ch);MAU16E2GC566;ES;non;9;110.0;M 6;10.5;5.9;7.6;182;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A3 SPORTBACK 2.0L FSI (150ch) TIPTRONIC;MAU36E2G2554;ES;non;9;110.0;A 6;11.6;6.1;8.1;194;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A3 SPORTBACK 2.0L FSI (150ch) TIPTRONIC;MAU36E2G3555;ES;non;9;110.0;A 6;11.7;6.2;8.2;197;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A3 SPORTBACK 2.0L TFSI (200ch) DSG;MAU38E2GM403;ES;non;12;147.0;A 6;10.6;6.0;7.7;185;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A3 SPORTBACK 2.0L TFSI (200ch) DSG;MAU38E2GP405;ES;non;12;147.0;A 6;10.8;6.2;7.9;190;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A3 SPORTBACK 2.0L TFSI (200ch) QUATTRO;MAU18E2GV414;ES;non;12;147.0;M 6;10.9;6.0;7.8;187;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A3 SPORTBACK 2.0L TFSI (200ch) QUATTRO;MAU18E2GW415;ES;non;12;147.0;M 6;10.9;6.2;7.9;190;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A3 SPORTBACK 2.0TDI (136ch);MAU55C2GA466;GO;non;7;100.0;M 6;6.7;4.6;5.4;140;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A3 SPORTBACK 2.0TDI (136ch);MAU55C2GC468;GO;non;8;100.0;M 6;6.9;4.8;5.6;145;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A3 SPORTBACK 2.0TDI (140ch);MAU56E2G9523;GO;non;8;103.0;M 6;7.2;4.6;5.5;148;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A3 SPORTBACK 2.0TDI (140ch);MAU56E2GB525;GO;non;8;103.0;M 6;7.4;4.8;5.7;153;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A3 SPORTBACK 2.0TDI (140ch) DSG;MAU76E2GB620;GO;non;8;103.0;A 6;7.0;4.6;5.5;149;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A3 SPORTBACK 2.0TDI (140ch) DSG;MAU76E2GJ082;GO;non;8;103.0;A 6;7.7;4.9;5.9;159;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A3 SPORTBACK 2.0TDI (140ch) QUATTRO;MAU66C2GN538;GO;non;8;103.0;M 6;7.7;4.9;5.9;158;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A3 SPORTBACK 2.0TDI (140ch) QUATTRO;MAU66C2GP540;GO;non;8;103.0;M 6;7.9;5.2;6.2;166;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A3 SPORTBACK V6 3.2L (250ch) QUATTRO;MAU29E2GU605;ES;non;17;184.0;M 6;14.8;8.2;10.6;254;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A3 SPORTBACK V6 3.2L (250ch) QUATTRO;MAU29E2GW607;ES;non;17;184.0;M 6;15.0;8.4;10.8;259;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A3 SPORTBACK V6 3.2L (250ch) QUATTRO DSG;MAU49E2GN596;ES;non;17;184.0;A 6;13.1;7.6;9.6;230;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A3 SPORTBACK V6 3.2L (250ch) QUATTRO DSG;MAU49E2GP597;ES;non;17;184.0;A 6;13.2;7.7;9.7;233;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A3 V6 3.2L (250ch) QUATTRO;MAU29E1GQ603;ES;non;17;184.0;M 6;14.8;8.2;10.6;254;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A3 V6 3.2L (250ch) QUATTRO;MAU29E1GR604;ES;non;17;184.0;M 6;14.9;8.3;10.7;257;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A3 V6 3.2L (250ch) QUATTRO DSG;MAU49E1GJ593;ES;non;17;184.0;A 6;13.0;7.5;9.5;228;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A3 V6 3.2L (250ch) QUATTRO DSG;MAU49E1GK595;ES;non;17;184.0;A 6;13.2;7.7;9.7;233;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A4 1.6L (102ch);MAU13C2FQ708;ES;non;7;75.0;M 5;10.8;6.0;7.7;185;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A4 1.6L (102ch);MAU13C2FS710;ES;non;7;75.0;M 5;11.0;6.2;7.9;190;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A4 1.8L T (150ch) MULTITRONIC;MAU97C2F2744;ES;non;10;120.0;V 0;11.3;6.4;8.2;197;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A4 1.8L T (150ch) MULTITRONIC;MAU97C2F4746;ES;non;10;120.0;V 0;11.5;6.6;8.4;202;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A4 1.8L T (163ch);MAU17C2F0750;ES;non;10;120.0;M 5;11.3;6.4;8.2;197;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A4 1.8L T (163ch);MAU17C2F1751;ES;non;10;120.0;M 5;11.4;6.5;8.3;199;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A4 1.8L T (163ch) QUATTRO;MAU27C2F5754;ES;non;11;120.0;M 6;12.8;7.1;9.2;221;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A4 1.8L T (163ch) QUATTRO;MAU27C2F6755;ES;non;11;120.0;M 6;12.9;7.2;9.3;223;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A4 1.9TDI (130ch);MAU54C2F4778;GO;non;7;85.0;M 5;7.5;4.5;5.6;151;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A4 1.9TDI (130ch);MAU54C2F5779;GO;non;7;85.0;M 5;7.6;4.6;5.7;154;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A4 2.0L (130ch);MAU15C2FP704;ES;non;8;96.0;M 5;11.5;6.0;8.0;192;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A4 2.0L (130ch);MAU15C2FP705;ES;non;8;96.0;M 5;11.6;6.1;8.2;197;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A4 2.0L (130ch) MULTITRONIC;MAU95C2FS700;ES;non;8;96.0;V 0;10.9;6.2;7.9;190;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A4 2.0L (130ch) MULTITRONIC;MAU95C2FT701;ES;non;8;96.0;V 0;11.0;6.3;8.0;192;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A4 2.0L TFSI (200ch);MAU18E2FJ306;ES;non;12;147.0;M 6;10.9;5.8;7.7;185;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A4 2.0L TFSI (200ch);MAU18E2FL308;ES;non;12;147.0;M 6;11.3;6.1;8.0;192;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A4 2.0L TFSI (200ch) MULTITRONIC;MAU98E2FN302;ES;non;12;147.0;V 0;11.2;6.3;8.1;194;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A4 2.0L TFSI (200ch) MULTITRONIC;MAU98E2FP303;ES;non;12;147.0;V 0;11.5;6.4;8.3;199;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A4 2.0L TFSI (200ch) QUATTRO;MAU28E2FY320;ES;non;13;147.0;M 6;12.6;6.6;8.8;211;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A4 2.0L TFSI (200ch) QUATTRO;MAU28E2FZ321;ES;non;13;147.0;M 6;12.8;6.8;9.0;216;None;None;None;None;None;None;None;None;None;None;None;None;2006
AUDI;A4 2.0L TFSI (200ch) QUATTRO TIPTRONIC;MAU48E2FS312;ES;non;13;147.0;A 6;13.1;7.2;9.4;226;None;None;None;None;None;None;None;None;None;None;None;None;2006
