lib_mrq_utac;lib_mod;cnit;cod_cbr;hybride;puiss_admin_98;puiss_max;typ_boite_nb_rapp;conso_urb;conso_exurb;conso_mixte;co2;co_typ_1;hc;nox;hcnox;ptcl;masse_ordma_min;masse_ordma_max;champ_v9;carrosserie;gamme;etiq_energ;bonus_malus;annee_df
ALFA ROMEO ;159 SW 2.0 JTDm (170ch) ;M10ALFVP000K308 ;GO ;non ;9;125;M 6 ;7.1;4.4;5.4;142;0.06;;0.164;0.193;0.001;1615;1615;715/2007*692/2008EURO5 ;None;None;None;None;2015
ALFA ROMEO ;159 SW 2.0 JTDm (170ch) ;M10ALFVP000L309 ;GO ;non ;9;125;M 6 ;7.1;4.4;5.4;142;0.06;;0.164;0.193;0.001;1615;1615;715/2007*692/2008EURO5 ;None;None;None;None;2015
ALFA ROMEO ;4C ;M10ALFVP000S413 ;ES ;non ;14;177;A 6 ;9.8;5;6.8;157;0.404;0.044;0.038;;0.003;995;995;715/2007*195/2013EURO6 ;None;None;None;None;2015
ALFA ROMEO ;8C SPIDER ;M10ALFVP0006039 ;ES ;non ;38;331;M 6 ;24.4;11.6;16.3;379;0.501;0.038;0.027;;;1750;1750;715/2007*692/2008EURO5 ;None;None;None;None;2015
ALFA ROMEO ;8C SPIDER ;M10ALFVP0005293 ;ES ;non ;38;331;M 6 ;24.4;11.6;16.3;379;0.501;0.038;0.027;;;1750;1750;715/2007*692/2008EURO5 ;None;None;None;None;2015
ALFA ROMEO ;BRERA 1750 TBI (200ch) ;M10ALFVP0003266 ;ES ;non ;12;147;M 6 ;11.8;6;8.1;189;0.601;0.06;0.04;;0.003;1505;1505;715/2007*692/2008EURO5 ;None;None;None;None;2015
ALFA ROMEO ;BRERA 1750 TBI (200ch) ;M10ALFVP0004267 ;ES ;non ;12;147;M 6 ;11.8;6;8.1;189;0.601;0.06;0.04;;0.003;1505;1505;715/2007*692/2008EURO5 ;None;None;None;None;2015
ALFA ROMEO ;BRERA 2.0 JTDm (170ch) ;M10ALFVP0005268 ;GO ;non ;9;125;M 6 ;7.1;4.4;5.4;142;0.189;;0.155;0.18;0.002;1555;1555;715/2007*692/2008EURO5 ;None;None;None;None;2015
ALFA ROMEO ;BRERA 2.0 JTDm (170ch) ;M10ALFVP0006269 ;GO ;non ;9;125;M 6 ;7.1;4.4;5.4;142;0.189;;0.155;0.18;0.002;1555;1555;715/2007*692/2008EURO5 ;None;None;None;None;2015
ALFA ROMEO ;BRERA 2.0 JTDm (170ch) ;M10ALFVP0007270 ;GO ;non ;9;120;M 6 ;7.1;4.4;5.4;142;0.189;;0.155;0.18;0.002;1555;1555;715/2007*692/2008EURO5 ;None;None;None;None;2015
ALFA ROMEO ;BRERA 2.0 JTDm (170ch) ;M10ALFVP0008271 ;GO ;non ;9;120;M 6 ;7.1;4.4;5.4;142;0.189;;0.155;0.18;0.002;1555;1555;715/2007*692/2008EURO5 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.4 T-jet (120ch) S/S ;M10ALFVP0003169 ;ES ;non ;7;88;M 6 ;8.4;5.3;6.4;149;0.356;0.03;0.026;;;1355;1355;715/2007*692/2008EURO5 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.4 T-jet (120ch) S/S ;M10ALFVP000W320 ;ES ;non ;7;88;M 6 ;8.4;5.3;6.4;149;0.356;0.03;0.026;;;1355;1355;715/2007*692/2008EURO5 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.4 T-jet (120ch) S/S ;M10ALFVP000Y322 ;ES ;non ;7;88;M 6 ;8.4;5.3;6.4;149;0.356;0.03;0.026;;;1355;1355;715/2007*692/2008EURO5 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.4 T-jet (120ch) S/S ;M10ALFVP0004328 ;ES ;non ;7;88;M 6 ;8.4;5.3;6.4;149;0.356;0.03;0.026;;;1355;1355;715/2007*692/2008EURO5 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.4 MPI T-jet (120ch) S/S ;M10ALFVP0006294 ;ES ;non ;7;88;M 6 ;8.4;5.3;6.4;149;0.356;0.03;0.026;;;1355;1355;715/2007*692/2008EURO5 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.4 T-jet (120ch) S/S ;M10ALFVP0005329 ;ES ;non ;7;88;M 6 ;8.4;5.3;6.4;149;0.356;0.03;0.026;;;1355;1355;715/2007*692/2008EURO5 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.4 MPI T-jet (120ch) S/S ;M10ALFVP0007295 ;ES ;non ;7;88;M 6 ;8.4;5.3;6.4;149;0.356;0.03;0.026;;;1355;1355;715/2007*692/2008EURO5 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.4 TB MultiAir TCT (170ch) S/S ;M10ALFVP0002423 ;ES ;non ;9;125;D 6 ;6.7;4.3;5.2;121;0.44;0.037;0.03;;;1380;1380;715/2007*195/2013EURO6 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.4 TB MultiAir TCT (170ch) S/S ;M10ALFVP000R314 ;ES ;non ;9;125;D 6 ;6.7;4.3;5.2;121;0.44;0.037;0.03;;;1380;1380;715/2007*692/2008EURO5 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.4 TB MultiAir TCT (170ch) S/S ;M10ALFVP0003424 ;ES ;non ;9;125;D 6 ;6.7;4.3;5.2;121;0.44;0.037;0.03;;;1380;1380;715/2007*195/2013EURO6 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.4 TB MultiAir TCT (170ch) S/S ;M10ALFVP000R315 ;ES ;non ;9;125;D 6 ;6.7;4.3;5.2;121;0.44;0.037;0.03;;;1380;1380;715/2007*692/2008EURO5 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.4 TB MultiAir TCT (170ch) S/S ;M10ALFVP0004425 ;ES ;non ;9;125;D 6 ;6.7;4.3;5.2;121;0.44;0.037;0.03;;;1380;1380;715/2007*195/2013EURO6 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.4 TB MultiAir TCT (170ch) S/S ;M10ALFVP000S316 ;ES ;non ;9;125;D 6 ;6.7;4.3;5.2;121;0.44;0.037;0.03;;;1380;1380;715/2007*692/2008EURO5 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.4 TB MultiAir TCT (170ch) S/S ;M10ALFVP0005426 ;ES ;non ;9;125;D 6 ;6.7;4.3;5.2;121;0.44;0.037;0.03;;;1380;1380;715/2007*195/2013EURO6 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.4 TB MultiAir TCT (170ch) S/S ;M10ALFVP000T317 ;ES ;non ;9;125;D 6 ;6.7;4.3;5.2;121;0.44;0.037;0.03;;;1380;1380;715/2007*692/2008EURO5 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.4 TB MultiAir TCT (170ch) S/S ;M10ALFVP0008429 ;ES ;non ;9;125;D 6 ;6.6;4.3;5.1;119;0.319;0.05;0.039;;;1380;1380;715/2007*195/2013EURO6 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.4 TB MultiAir TCT (170ch) S/S ;M10ALFVP0009430 ;ES ;non ;9;125;D 6 ;6.6;4.3;5.1;119;0.319;0.05;0.039;;;1380;1380;715/2007*195/2013EURO6 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.4 TB MultiAir TCT (170ch) S/S ;M10ALFVP000A431 ;ES ;non ;9;125;D 6 ;6.6;4.3;5.1;119;0.319;0.05;0.039;;;1380;1380;715/2007*195/2013EURO6 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.4 TB MultiAir TCT (170ch) S/S ;M10ALFVP000B432 ;ES ;non ;9;125;D 6 ;6.6;4.3;5.1;119;0.319;0.05;0.039;;;1380;1380;715/2007*195/2013EURO6 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.4 TB MultiAir TCT (170ch) S/S ;M10ALFVP000J439 ;ES ;non ;9;125;D 6 ;6.4;4.2;5;117;0.318;0.05;0.039;;;1380;1380;715/2007*195/2013EURO6 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.4 TB MultiAir TCT (170ch) S/S ;M10ALFVP000J440 ;ES ;non ;9;125;D 6 ;6.4;4.2;5;117;0.318;0.05;0.039;;;1380;1380;715/2007*195/2013EURO6 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.4 TB MultiAir TCT (170ch) S/S ;M10ALFVP0001422 ;ES ;non ;9;125;M 6 ;7.8;4.6;5.8;134;0.276;0.048;0.029;;;1365;1365;715/2007*195/2013EURO6 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.4 TB MultiAir (170ch) S/S ;M10ALFVP0004170 ;ES ;non ;9;125;M 6 ;7.8;4.6;5.8;134;0.276;0.048;0.029;;;1365;1365;715/2007*692/2008EURO5 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.4 TB MultiAir (170ch) S/S ;M10ALFVP000X321 ;ES ;non ;9;125;M 6 ;7.8;4.6;5.8;134;0.276;0.048;0.029;;;1365;1365;715/2007*692/2008EURO5 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.4 TB MultiAir (170ch) S/S ;M10ALFVP000M382 ;ES ;non ;9;125;M 6 ;7.8;4.6;5.8;134;0.276;0.048;0.029;;;1365;1365;715/2007*195/2013EURO6 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.4 TB MultiAir (170ch) S/S ;M10ALFVP000Z323 ;ES ;non ;9;125;M 6 ;7.8;4.6;5.8;134;0.276;0.048;0.029;;;1365;1365;715/2007*692/2008EURO5 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.4 TB MultiAir (170ch) S/S ;M10ALFVP0006330 ;ES ;non ;9;125;M 6 ;7.8;4.6;5.8;134;0.276;0.048;0.029;;;1365;1365;715/2007*692/2008EURO5 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.4 TB MultiAir (170ch) S/S ;M10ALFVP0008296 ;ES ;non ;9;125;M 6 ;7.8;4.6;5.8;134;0.276;0.048;0.029;;;1365;1365;715/2007*692/2008EURO5 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.4 TB MultiAir (170ch) S/S ;M10ALFVP000R386 ;ES ;non ;9;125;M 6 ;7.8;4.6;5.8;134;0.276;0.048;0.029;;;1365;1365;715/2007*195/2013EURO6 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.4 TB MultiAir (170ch) S/S ;M10ALFVP0007331 ;ES ;non ;9;125;M 6 ;7.8;4.6;5.8;134;0.276;0.048;0.029;;;1365;1365;715/2007*692/2008EURO5 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.4 TB MultiAir (170ch) S/S ;M10ALFVP0009297 ;ES ;non ;9;125;M 6 ;7.8;4.6;5.8;134;0.276;0.048;0.029;;;1365;1365;715/2007*692/2008EURO5 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.4 TB MultiAir (170ch) S/S ;M10ALFVP000R387 ;ES ;non ;9;125;M 6 ;7.8;4.6;5.8;134;0.276;0.048;0.029;;;1365;1365;715/2007*195/2013EURO6 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.4 TB MultiAir (170ch) S/S ;M10ALFVP0003388 ;ES ;non ;9;125;M 6 ;7.6;4.6;5.7;132;0.276;0.048;0.029;;;1365;1365;715/2007*195/2013EURO6 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.4 TB MultiAir (170ch) S/S ;M10ALFVP0004389 ;ES ;non ;9;125;M 6 ;7.6;4.6;5.7;132;0.276;0.048;0.029;;;1365;1365;715/2007*195/2013EURO6 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.4 TB MultiAir (170ch) S/S ;M10ALFVP0005390 ;ES ;non ;9;125;M 6 ;7.6;4.6;5.7;132;0.276;0.048;0.029;;;1365;1365;715/2007*195/2013EURO6 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.4 TB MultiAir (170ch) S/S ;M10ALFVP0006391 ;ES ;non ;9;125;M 6 ;7.6;4.6;5.7;132;0.276;0.048;0.029;;;1365;1365;715/2007*195/2013EURO6 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.4 TB MultiAir (170ch) S/S ;M10ALFVP000B396 ;ES ;non ;9;125;M 6 ;7.6;4.6;5.7;131;0.466;0.044;0.035;;;1365;1365;715/2007*195/2013EURO6 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.4 TB MultiAir (170ch) S/S ;M10ALFVP000C397 ;ES ;non ;9;125;M 6 ;7.6;4.6;5.7;131;0.466;0.044;0.035;;;1365;1365;715/2007*195/2013EURO6 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.4 TB MultiAir (170ch) S/S ;M10ALFVP000D398 ;ES ;non ;9;125;M 6 ;7.6;4.6;5.7;131;0.466;0.044;0.035;;;1365;1365;715/2007*195/2013EURO6 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.4 TB MultiAir (170ch) S/S ;M10ALFVP000E399 ;ES ;non ;9;125;M 6 ;7.6;4.6;5.7;131;0.466;0.044;0.035;;;1365;1365;715/2007*195/2013EURO6 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1750 Tbi (235ch) Quadrifoglio Verde ;M10ALFVP0006172 ;ES ;non ;14;172.5;M 6 ;10.8;5.8;7.6;177;0.375;0.049;0.022;;0.001;1395;1395;715/2007*692/2008EURO5 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1750 Tbi (235ch) Quadrifoglio Verde ;M10ALFVP000K344 ;ES ;non ;14;172.5;M 6 ;10.8;5.8;7.6;177;0.375;0.049;0.022;;0.001;1395;1395;715/2007*692/2008EURO5 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.6 JTDm (105ch) S/S ;M10ALFVP000J342 ;GO ;non ;5;77;M 6 ;5.5;3.7;4.4;114;0.215;;0.173;0.207;0.001;1385;1385;715/2007*692/2008EURO5 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.6 JTDm (105ch) S/S ;M10ALFVP000L381 ;GO ;non ;5;77;M 6 ;5.5;3.7;4.4;114;0.215;;0.173;0.207;0.001;1385;1385;715/2007*195/2013EURO5 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.6 JTDm (105ch) S/S ;M10ALFVP000L345 ;GO ;non ;5;77;M 6 ;5.5;3.7;4.4;114;0.215;;0.173;0.207;0.001;1385;1385;715/2007*692/2008EURO5 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.6 JTDm (105ch) S/S ;M10ALFVP000N383 ;GO ;non ;5;77;M 6 ;5.5;3.7;4.4;114;0.215;;0.173;0.207;0.001;1385;1385;715/2007*195/2013EURO5 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.6 JTDm (105ch) S/S ;M10ALFVP0007392 ;GO ;non ;5;77;M 6 ;5.4;3.6;4.3;112;0.215;;0.173;0.207;0.001;1385;1385;715/2007*195/2013EURO5 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.6 JTDm (105ch) S/S ;M10ALFVP0008393 ;GO ;non ;5;77;M 6 ;5.4;3.6;4.3;112;0.215;;0.173;0.207;0.001;1385;1385;715/2007*195/2013EURO5 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.6 JTDm (105ch) S/S ;M10ALFVP000F400 ;GO ;non ;5;77;M 6 ;5;3.4;4;104;0.309;;0.163;0.202;0.001;1385;1385;715/2007*195/2013EURO5 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.6 JTDm (105ch) S/S ;M10ALFVP000G401 ;GO ;non ;5;77;M 6 ;5;3.4;4;104;0.309;;0.163;0.202;0.001;1385;1385;715/2007*195/2013EURO5 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 2.0 JTDm TCT (170ch) S/S ;M10ALFVP000U318 ;GO ;non ;9;125;D 6 ;5.3;4;4.5;119;0.182;;0.16;0.186;0.001;1410;1410;715/2007*692/2008EURO5 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 2.0 JTDm TCT (170ch) S/S ;M10ALFVP000V319 ;GO ;non ;9;125;D 6 ;5.3;4;4.5;119;0.182;;0.16;0.186;0.001;1410;1410;715/2007*692/2008EURO5 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 2.0 JTDm (170ch) S/S ;M10ALFVP0005171 ;GO ;non ;9;125;M 6 ;5.8;4.1;4.7;124;0.152;;0.158;0.201;0.002;1395;1395;715/2007*692/2008EURO5 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 2.0 JTDm (170ch) S/S ;M10ALFVP000J343 ;GO ;non ;9;125;M 6 ;5.8;4.1;4.7;124;0.152;;0.158;0.201;0.002;1395;1395;715/2007*692/2008EURO5 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 2.0 JTDm (170ch) S/S ;M10ALFVP000M346 ;GO ;non ;9;125;M 6 ;5.8;4.1;4.7;124;0.152;;0.158;0.201;0.002;1395;1395;715/2007*692/2008EURO5 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.4 T-jet (120ch) S/S ;M10ALFVP0000324 ;ES ;non ;7;85;M 6 ;8.4;5.3;6.4;149;0.356;0.03;0.026;;;1355;1355;715/2007*692/2008EURO5 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.4 T-jet (120ch) S/S ;M10ALFVP0001325 ;ES ;non ;7;85;M 6 ;8.4;5.3;6.4;149;0.356;0.03;0.026;;;1355;1355;715/2007*692/2008EURO5 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.4 TB MultiAir TCT (170ch) S/S ;M10ALFVP0006427 ;ES ;non ;8;120;D 6 ;6.7;4.3;5.2;121;0.44;0.037;0.03;;;1380;1380;715/2007*195/2013EURO6 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.4 TB MultiAir TCT (170ch) S/S ;M10ALFVP000T353 ;ES ;non ;8;120;D 6 ;6.7;4.3;5.2;121;0.44;0.037;0.03;;;1380;1380;715/2007*692/2008EURO5 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.4 TB MultiAir TCT (170ch) S/S ;M10ALFVP0007428 ;ES ;non ;8;120;D 6 ;6.7;4.3;5.2;121;0.44;0.037;0.03;;;1380;1380;715/2007*195/2013EURO6 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.4 TB MultiAir TCT (170ch) S/S ;M10ALFVP000U354 ;ES ;non ;8;120;D 6 ;6.7;4.3;5.2;121;0.44;0.037;0.03;;;1380;1380;715/2007*692/2008EURO5 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.4 TB MultiAir TCT (170ch) S/S ;M10ALFVP000C433 ;ES ;non ;8;120;D 6 ;6.6;4.3;5.1;119;0.319;0.05;0.039;;;1380;1380;715/2007*195/2013EURO6 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.4 TB MultiAir TCT (170ch) S/S ;M10ALFVP000D434 ;ES ;non ;8;120;D 6 ;6.6;4.3;5.1;119;0.319;0.05;0.039;;;1380;1380;715/2007*195/2013EURO6 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.4 TB MultiAir (170ch) S/S ;M10ALFVP0002326 ;ES ;non ;9;120;M 6 ;7.8;4.6;5.8;134;0.276;0.048;0.029;;;1365;1365;715/2007*692/2008EURO5 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.4 TB MultiAir (170ch) S/S ;M10ALFVP000P384 ;ES ;non ;9;120;M 6 ;7.8;4.6;5.8;134;0.276;0.048;0.029;;;1365;1365;715/2007*195/2013EURO6 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.4 TB MultiAir (170ch) S/S ;M10ALFVP0003327 ;ES ;non ;9;120;M 6 ;7.8;4.6;5.8;134;0.276;0.048;0.029;;;1365;1365;715/2007*692/2008EURO5 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.4 TB MultiAir (170ch) S/S ;M10ALFVP000P385 ;ES ;non ;9;120;M 6 ;7.8;4.6;5.8;134;0.276;0.048;0.029;;;1365;1365;715/2007*195/2013EURO6 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.4 TB MultiAir (170ch) S/S ;M10ALFVP0009394 ;ES ;non ;9;120;M 6 ;7.6;4.6;5.7;132;0.276;0.048;0.029;;;1365;1365;715/2007*195/2013EURO6 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.4 TB MultiAir (170ch) S/S ;M10ALFVP000A395 ;ES ;non ;9;120;M 6 ;7.6;4.6;5.7;132;0.276;0.048;0.029;;;1365;1365;715/2007*195/2013EURO6 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.4 TB MultiAir (170ch) S/S ;M10ALFVP000H402 ;ES ;non ;9;120;M 6 ;7.6;4.6;5.7;131;0.466;0.044;0.035;;;1365;1365;715/2007*195/2013EURO6 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.4 TB MultiAir (170ch) S/S ;M10ALFVP000J403 ;ES ;non ;9;120;M 6 ;7.6;4.6;5.7;131;0.466;0.044;0.035;;;1365;1365;715/2007*195/2013EURO6 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 2.0 JTDm TCT (170ch) S/S ;M10ALFVP000V355 ;GO ;non ;8;120;D 6 ;5.3;4;4.5;119;0.182;;0.16;0.186;0.001;1410;1410;715/2007*692/2008EURO5 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 2.0 JTDm TCT (170ch) S/S ;M10ALFVP000W356 ;GO ;non ;8;120;D 6 ;5.3;4;4.5;119;0.182;;0.16;0.186;0.001;1410;1410;715/2007*692/2008EURO5 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 2.0 JTDm (170ch) S/S ;M10ALFVP000N347 ;GO ;non ;9;120;M 6 ;5.8;4.1;4.7;124;0.152;;0.158;0.201;0.002;1395;1395;715/2007*692/2008EURO5 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 2.0 JTDm (170ch) S/S ;M10ALFVP000P348 ;GO ;non ;9;120;M 6 ;5.8;4.1;4.7;124;0.152;;0.158;0.201;0.002;1395;1395;715/2007*692/2008EURO5 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 2.0 JTDm (140ch) S/S ;M10ALFVP000A298 ;GO ;non ;7;103;M 6 ;5.6;3.9;4.5;119;0.389;;0.161;0.214;0.001;1395;1395;715/2007*692/2008EURO5 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 2.0 JTDm (140ch) S/S ;M10ALFVP000P349 ;GO ;non ;7;103;M 6 ;5.6;3.9;4.5;119;0.389;;0.161;0.214;0.001;1395;1395;715/2007*692/2008EURO5 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 2.0 JTDm (140ch) S/S ;M10ALFVP000B299 ;GO ;non ;7;103;M 6 ;5.6;3.9;4.5;119;0.389;;0.161;0.214;0.001;1395;1395;715/2007*692/2008EURO5 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 2.0 JTDm (140ch) S/S ;M10ALFVP000R350 ;GO ;non ;7;103;M 6 ;5.6;3.9;4.5;119;0.389;;0.161;0.214;0.001;1395;1395;715/2007*692/2008EURO5 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 2.0 JTDm (140ch) S/S ;M10ALFVP000R351 ;GO ;non ;7;100;M 6 ;5.6;3.9;4.5;119;0.389;;0.161;0.214;0.001;1395;1395;715/2007*692/2008EURO5 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 2.0 JTDm (140ch) S/S ;M10ALFVP000S352 ;GO ;non ;7;100;M 6 ;5.6;3.9;4.5;119;0.389;;0.161;0.214;0.001;1395;1395;715/2007*692/2008EURO5 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.4 T-jet (105ch) S/S ;M10ALFVP0008332 ;ES ;non ;6;77;M 6 ;8.4;5.3;6.4;149;0.356;0.03;0.026;;;1355;1355;715/2007*692/2008EURO5 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.4 T-jet (105ch) S/S ;M10ALFVP0009333 ;ES ;non ;6;77;M 6 ;8.4;5.3;6.4;149;0.356;0.03;0.026;;;1355;1355;715/2007*692/2008EURO5 ;None;None;None;None;2015
ALFA ROMEO ;GIULIETTA 1.4 T-jet (105ch) S/S ;M10ALFVP000A334 ;ES ;non ;6;77;M 6 ;8.4;5.3;6.4;149;0.356;0.03;0.026;;;1355;1355;715/2007*692/2008EURO5 ;None;None;None;None;2015
